"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_E": "STREET SMART"
"BRIGHT_PURPLE": "FELPAARS"
"LOGO_8BALL": "8 BALL"
"CUST_VARIANT_SPORT_SHORTS_1": "STIJL 2"
"CUST_VARIANT_ARGYLE": "GERUIT"
"CUST_TATTOO_RARM_6": "GEVANGEN IN HET WEB"
"RIM_152": "LUMINATI"
"CUST_ITEM_CM_NLMA_FOOT_M_SPBOOTS": "STEAMPUNK LAARZEN"
"CUST_ITEM_PLAIN_WHITE_TEE": "T-SHIRT"
"CUST_ITEM_CM_PSF_UBDY_M_SAINTSJERSEY": "TEAM SAINTS TRUI"
"CUST_TATTOO_TORSO_UPPER_BACK": "BOVENRUG"
"Paint": "VERF"
"LOGO_GIRL_1": "MEISJE 1"
"CUST_VARIANT_10_DEFAULT": "VARIANT 10"
"CUST_VARIANT_TIE_DYE_1": "DAS VERF 1"
"CUST_VARIANT_CMCOA_MSUNSHINE01": "NORMAAL"
"CUST_WEAR_TATTOO_AZTEC_TURTLE": "AZTEEKSE SCHILDPAD"
"CUST_ITEM_MID_LENGTH_CHAIN_LOOPS_1": "HIP HOP JEANS"
"CUST_SHOES": "SCHOENEN"
"CUST_TATTOO_ENTIRE_BACK": "HELE RUG"
"PLAYER_MORPH_NOSE_SLOPE_TEXT": "HELLING NEUS"
"CUST_SKIN_CAUCASIAN_01": "KAUKASISCH 1"
"CUST_MENU_MAKEUP": "MAKE-UP"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_2": "Beïnvloed een groter gebied."
"CUST_TATTOO_STOMACH_3": "NATUURLIJK VLOT"
"CUST_COMP_MUSTACHE_5": "TANDENBORSTEL"
"VEHICLE_COLOR_TINT_20": "TINT 20%%"
"CUST_ITEM_CF_CLASSICUP": "DEBUTANTE"
"CUST_COMPLIMENT_V": "APPLAUS"
"PLAYER_MORPH_OLD_TEXT": "VOORINGESTELDE LEEFTIJD"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_1": "PAARSBLAUW 1"
"LOGO_WASHINGTON": "WASHINGTON"
"CUST_GANG_ZOMBIE": "ZOMBIE"
"VEHICLE_COLOR_AMERICANA_RED": "AMERIKAANS ROOD"
"RIM_SET_016": "VELGSET 16"
"CUST_VARIANT_PATTERN_1_DECALS": "STIJL M/DECORATIES"
"CUST_FACIAL_EXP_SAINTLY": "HEILIG"
"CUST_ITEM_WEAR_OPTIONS": "DRAAGSTIJL"
"CUST_COMP_FACE_BLOODY_FACE": "GESLAGEN"
"LOGO": "LOGO"
"CUST_COLOR_RED_3": "ROOD 3"
"CUST_ITEM_CF_IMPO_NECK_F_NECKLACE": "URBAN SAFARI KETTING"
"CUST_EYEWEAR": "BRILLEN"
"CUST_FACIAL_FEATURES": "GELAATSTREKKEN"
"TATTOO_NAME": "RUSTY'S NEEDLE"
"CUST_TATTOO_RARM_2": "BRENGER DES DOODS"
"VEHICLE_PAINT_EXOTIC": "EXOTISCH"
"RIM_156": "LX-19"
"SLOT_DECAL_8": "DECORATIE 8"
"SLOT_MISCELLANEOUS": "VERSCHILLENDE"
"CUST_VARIANT_FADE": "VERVAAGD"
"CUST_ITEM_CM_IMPB_UBDY_M_LOWSHIRT": "NETTE KASJMIER V-HALS"
"CUST_ITEM_CF_LLI_EYES_F_SUNGLASSES": "GRIEZELZONNEBRIL"
"CUST_ITEM_CM_HAIR_WILDMESSY2": "HARD ROCK"
"CUST_ITEM_CF_PSE_FOOT_F_STRAPPYSANDLES": "PAALDANSERES HAKKEN"
"CUST_SKIN_ASIAN_04": "AZIATISCH 4"
"CUST_EYELINER": "EYELINER"
"CUST_MORPH_CAT_EYES": "OGEN"
"CUST_COLOR_CLOTHING_BLUES_8": "BLAUW 8"
"SLOT_DOORS": "DEUREN"
"LOGO_BALANCE_1": "BALANS 1"
"CUST_ITEM_LEATHER_LACE_MALE_A": "LEER EN VETER-PAK"
"CUST_ITEM_CM_NLMD_UBDY_M_JACKETCOMBO": "PUNKER KRAKERSJAS"
"PLAYER_MORPH_EYE_HEIGHT_TEXT": "OOGHOOGTE"
"SLOT_TORQUE": "KOPPEL"
"LOGO_SCORPION": "SCORPION"
"CUST_VARIANT_THICK_STRIPES": "DIKKE STREPEN"
"CUST_VARIANT_PLAID_BIG": "GERUIT 2"
"CUST_ITEM_CM_JOY_UBDY_THECODE": "JOYSTICK JUNKIES CODE CONTROL"
"CUST_ITEM_CF_LPC_LBDY_F_FEMHEROLEGS": "STEELPORT HELDINNEN TRICOT"
"CUST_SKIN_CAUCASIAN_05": "KAUKASISCH 5"
"EXIT": "UITGANG"
"BRIGHT_BLUE-GREEN": "FELBLAUWGROEN"
"CUST_VARIANT_LETTERMANSTYLE": "STIJL 1"
"CUST_VARIANT_CMUNS_UTSHIRT04_U": "STIJL 2"
"CUST_ITEM_CM_RADIATIONMASK": "NUCLEAIRE SMELTING-MASKER"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEDOWN": "WAKE AND BAKE HOODIE"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_5": "PAARSBLAUW 5"
"SLOT_CHASSIS": "CHASSIS"
"CUST_VARIANT_MATERIAL__1": "CUST_VARIANT_MATERIAL_#1"
"CUST_WEAR_LOW_LEFT_ZIPPED_RIGHT_UNZIPPED": "OPENGERITST, RECHTS, LAAG"
"CUST_ITEM_IMPRESSIONS_MALE_E": "SAFARI GIDS"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRTTIE": "ALLES NETJES"
"CUST_ITEM_CF_HAIR_PUNKSHAVEDSIDES": "PUNK ROCK"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEUP": "HOODIE MET CAPUCHON OP EN SHIRT EN DAS"
"CUST_CAT_BODY_HAIR": "LICHAAMSBEHARING"
"CUST_COMPLIMENT_ZZ": "ZIET ER GOED UIT"
"PLAYER_MORPH_TIPS_SPACING_TEXT": "PLAATSING VAN DE PUNT"
"CUST_COLOR_CLOTHING_GREENS_9": "GROEN 9"
"CUST_TATTOO_STOMACH_7": "DE AAS VAN DE DOOD"
"CUST_COMP_MUSTACHE_1": "CHEVRON LOGO-SNOR"
"RIM_202": "RBP R96 CUSTOM PURPLE"
"LOGO_ROUNDHOUSE": "ROUNDHOUSE"
"LOGO_REAPER": "REAPER"
"CUST_COMPLIMENT_R": "DE JESSICA"
"CUST_WPN_UPGRADE_DESC_SPECIAL_RCGUN_4": "Controleer militaire voertuigen."
"VEHICLE_PAINT_PEARLESCENT_PAINT": "PARELMOERVERF"
"HAIR_COLOR_BLONDE_MATTE": "MAT BLOND"
"CUST_COLOR_ROSE_3": "ROZE 3"
"LOGO_NUMBER11": "NUMMER 11"
"CUST_ITEM_CM_LPG_MASK_M_MASKPIG": "DE VERRADER"
"CUST_CAT_PIERCING_NOSE": "NEUS"
"PLAYER_MORPH_UPPER_LIP_SHAPE_TEXT": "VORM BOVENLIP"
"CUST_VOICE_FEMALE_LATINO": "VROUW 3"
"CUST_COMP_EYES_PALE_BLUE": "VAALBLAUW"
"RIM_SET_012": "VELGSET 12"
"CUST_VARIANT_STOCKINGS_1": "GEDEKT"
"CUST_VARIANT_3COLOR_THICK": "DRIE KLEUREN, DIK"
"CUST_WEAR_UNTUCKED": "NIET INGESTOPT"
"CUST_ITEM_CM_PSI_NECK_M_CHAINS": "LELIE-KETTING"
"SLOT_FUZZY_DICE": "DOBBELSTENEN"
"CUST_WEAR_BOTH_ROLLED_LOW": "BEIDE GEROLD, LAAG"
"CUST_ITEM_CF_IMPR_LBDY_F_PANTS": "HILLS BROEK"
"CUST_ITEM_LEATHER_LACE_FEMALE_I": "PUNK ROCK STRIPPER"
"PLAYER_MORPH_JOWLS_SPACING_TEXT": "PLAATSING KAAKBEENDEREN"
"CUST_COLOR_CLOTHING_VIOLET_3": "PAARS 3"
"CUST_ITEM_CM_DLC_HAND_M_GPGLOVES": "MURDERTIME HANDSCHOENEN"
"CUST_CAT_UPPER_BODY": "BOVENLICHAAM"
"CUST_BRO_COMPLIMENT_B": "BROTHERHOODCOMPLIMENT 2"
"PLAYER_CREATION_AGE_YOUNG": "JONG"
"PLAYER_MORPH_TIPS_ELEVATION_TEXT": "HOOGTE VAN DE PUNT"
"PLAYER_CREATION_PRESET_HISPANIC": "LATINO"
"VEHICLE_COLOR_SLOW_BURN_RED": "DIEPROOD"
"CUST_VARIANT_PEACE": "PEACE"
"CUST_WEAR_ZIPPED_HOOD_DOWN": "DICHTGERITST, CAPUCHON AF"
"CUST_ITEM_CF_RING_F_SHARKTOOTH": "HAAIENBEET-RING"
"CUST_ITEM_CM_LLB_SUIT_M_LTHR2": "SM-PAK"
"FACIAL_EXPRESSION_DEATH_A": "DOODSANGST 1"
"CUST_ITEM_CF_IMPO_FOOT_M_PLTFRMS": "URBAN SAFARI HOGE HAKKEN"
"CUST_ITEM_CF_NLMH_FOOT_F_SHAGBOOTSM": "PARTY TIME BONTLAARZEN"
"CUST_ITEM_CF_PSB_HAT_F_BASTILLECAP": "DICHTERSPETJE"
"FACIAL_EXPRESSION_BLANK": "LEEG"
"PLAYER_MORPH_NOSE_ELEVATION_TEXT": "VERHOGING NEUS"
"CUST_COMP_MUSTACHE_22": "KINSTROOK"
"VEHICLE_COLOR_RUST_BROWN": "ROESTBRUIN"
"SLOT_REAR_MODS": "ACHTERAANPASSINGEN"
"CUST_COLOR_TEAL_1": "BLAUWGROEN 1"
"CUST_VARIANT_SQUARES": "VIERKANTEN"
"CUST_WEAR_TUCKED_ZIPPED": "INGESTOPT, DICHTGERITST"
"CUST_ITEM_CM_PSC_FOOT_M_SNEAKERS": "HI-TOPS"
"PLAYER_MORPH_TEMPLE_WIDTH_TEXT": "BREEDTE SLAPEN"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_2": "Vergroot de munitiecapaciteit. Granaten blijven kleven aan wat ze raken."
"CUST_GANG_GIMP": "MANKEPOOT"
"CUST_ITEM_CM_DLC_HAT_M_KNIGHT": "RIDDERHELM"
"CUST_ITEM_CM_NLME_EYES_M_SUNGLASSES": "NETWORK ZONNEBRIL"
"PLAYER_MORPH_MOUTH_EDGES_TEXT": "MONDUITEINDEN"
"COLOR_SLOT_TRIM_3": "SIERLIJST 3"
"LOGO_FLOWERS": "BLOEMEN"
"COMPONENT_PAINT_1": "VERF 1"
"CUST_WEAR_LOW": "LAAG"
"CUST_ITEM_CF_LLR_NECK_F_IVORYCHOKER": "VERSIERDSTERS-HALSBAND"
"CUST_CAT_HAIR_EYEBROWS": "WENKBRAUWEN"
"CUST_EXIT_WARNING_TITLE": "WAARSCHUWING"
"PLAYER_CREATION_FIGURE_ATHLETIC": "ATLETISCH"
"LOGO_SIZZURP": "Sizzurp 101.69"
"CUST_ITEM_CM_PSI_HAT_M_SRCAP": "STEELPORT SAINTS PETJE"
"PLAYER_MORPH_NOSE_TIP_TEXT": "PUNTJE VAN DE NEUS"
"VEHICLE_COLOR_TEAL_DARK_TINT": "DONKER BLAUWGRIJZE TINT"
"CUST_COLOR_GRAY_1": "GRIJS 1"
"VCUST_UNDERGLOW_COLOR": "UNDERGLOW KLEUR"
"CUST_GANG_NUDE": "NAAKT"
"CUST_COLOR_CLOTHING_RED-ORANGE_6": "ROODORANJE 6"
"COLOR_SLOT_TINT": "TINT"
"CUST_VARIANT_TRENCH": "GEDEKT"
"CUST_ITEM_LEATHER_LACE_MALE_I": "WEGPIRAAT"
"CUST_ITEM_CM_HAT_CARDINAL_HAT": "KARDINAALSHOED"
"CUST_MENU_LOGO_COLOR": "KLEUR LOGO"
"CUST_COLOR_CLOTHING_BLUE-GREEN_6": "BLAUWGROEN 6"
"CUST_COMP_EYES_BLACK": "ZWART"
"SLOT_HEADLIGHTS": "KOPLAMPEN"
"CUST_VARIANT_MATERIAL_15": "CUST_VARIANT_MATERIAL#15"
"CUST_ITEM_CM_LPC_FOOT_M_HEROBOOTS": "STEELPORT HELD LAARZEN"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_2": "Verhoog de vuursnelheid en vergroot schade en magazijnen. Vizier met rode punt laat je nog beter mikken."
"CUST_VARIANT_JEANS": "NORMAAL"
"CUST_VARIANT_STRIPE_2": "HORIZONTALE STREPEN"
"CUST_WEAR_LOW_BOTH_ZIPPED": "LAAG"
"CUST_ITEM_IMPRESSIONS_MALE_M": "SOUTH BEACH"
"CUST_ITEM_CM_HATHAIR_PULLEDPONYTAIL": ""
"NOBODY_LOVE_NAME": "NOBODY LOVES ME"
"CUST_COLOR_CLOTHING_GREENS_1": "GROEN 1"
"CUST_COMP_FACE_SCAR_5": "KLEIN LITTEKEN 1"
"CUST_COMP_MUSTACHE_9": "INSPECTEUR"
"FEMALE_SLENDER": "VROUW SLANK"
"CUST_VARIANT_FLAT_TOP_SHORT_SIDES": "PLATTE TOP, KORTE ZIJDEN"
"CUST_ITEM_CF_RING_F_LDYBUG_SPIDER": "BUGGIN' OUT-RINGEN"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2D": "URBAN SAFARI MET POLO"
"CUST_SKIN_BLUE_1": "ONDERGRONDSE ELF"
"CUST_COMPLIMENT_Z": "DUIM OMHOOG"
"IRIDESCENT_3": "REGENBOOGKLEURIG 3"
"DARK_YELLOW": "DONKERGEEL"
"PLAYER_MORPH_EARS_ROLL_TEXT": "OORROL"
"PLAYER_MORPH_LIP_NOTCH_TEXT": "INKEPING LIP"
"PLAYER_MORPH_JOWLS_TEXT": "KAAKBEENDEREN"
"CUST_COLOR_CLOTHING_RED_3": "ROOD 3"
"RIM_190": "C-X 504 GREEN-BLACK"
"LOGO_CAVE_3": "SPOKENGROT 3"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_SUSPENDERS": "E. hoge broek, bretels"
"CUST_BODY_MASK": "LICHAAMSMASKER"
"CUST_COLOR_CLOTHING_YELLOWS_8": "GEEL 8"
"CUST_TATTOO_RUPPARM_8": "ZWEM IN DE OCEAAN"
"COLOR_SLOT_RIMS_2": "VELGEN 1"
"SLOT_WEAPONS": "WAPENS"
"CUST_COLOR_ORANGE_3": "ORANJE 3"
"CUST_WEAR_TATTOO_SAM_DESIGN1": "SAM ONTWERP 1"
"CUST_WEAR_BUTTONED_HOOD_UP": "DICHTGEKNOOPT, CAPUCHON OP"
"CUST_ITEM_ZIMOS_BLING_PACK": "Z-STIJL"
"CUST_COLOR_STRAWBERRY_BLONDE": "ROSBLOND"
"LOGO_FRECKLE_1": "FRECKLE BITCHS 1"
"CUST_VARIANT_JERSEY": "STIJL 1"
"CUST_ITEM_CF_DLC_SPACE_HAND_F_GLOVES": "SPACE PRINSES-HANDSCHOENEN"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHRTBTTNS": "MAN IN STIJL"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_D": "LETS PRETEND MAN D"
"CUST_CAT_HAIR_FACIAL": "GEZICHTSBEHARING"
"CUST_SAMEDI_TAUNT_A": "SAMEDIBELEDIGING 1"
"SLOT_HYDRAULICS": "HYDRAULICA"
"HAIR_COLOR_STRAWBERRY_BLONDE_MATTE": "MAT STROBLOND"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBODOWN": "LUIE ZWERVER-HOODIE"
"CUST_INSULT_HOOK": "RECHTSE HOEKSLAG"
"CUST_MENU_HAIR": "HAAR"
"CUST_COMP_EYES_GREEN": "GROEN"
"CUST_TATTOO_LFORARM_8": "AFGEKAPTE VLEUGEL"
"COMPONENT_OPTION_E": "OPTIE E"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_I": "HIP HOP LEGENDE"
"CUST_CAT_MAKEUP_AROUND_EYES": "RONDOM DE OGEN"
"CUST_SAMEDI_COMPLIMENT_D": "SAMEDICOMPLIMENT 4"
"VEHICLE_COLOR_CAST_IRON": "GIETIJZER"
"CUST_ITEM_IMPRESSIONS_FEMALE_Q": "DE VERKEERDE JAREN '80"
"CUST_ITEM_FEMALE_LP_BRA_2": "ECHT GIFTIG"
"CUST_SKIN_RED_YELLOW_5": "MISSELIJK GEEL"
"CUST_SKIN_METAL_2": "KWIK"
"CUST_COMP_FACE_MAKEUP_11": "ROOS"
"LOGO_HHH": "HAIR HELMET HATS"
"CUST_VARIANT_BLURRY": "WAZIG"
"CUST_WEAR_OPEN": "OPEN"
"CUST_ITEM_CM_DLC_M_GLASSES01": "Z-STIJL PIMP VISIE"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_H": "GANGSTA GIRL"
"CUST_CAT_LEFT_HAND": "LINKERHAND"
"PLAYER_MORPH_EYEBALLS_ELEVATION_TEXT": "HOOGTE OOGBALLEN"
"PLAYER_MORPH_CHEEK_WIDTH_TEXT": "WANGBREEDTE"
"CUST_COLOR_CLOTHING_RED_7": "ROOD 7"
"RIM_194": "AF1 MONOBLOCK CX 502"
"SLOT_WINDOW_GUARD": "RAAMBESCHERMINGEN"
"CUST_VARIANT_MATERIAL_#172": "NORMAAL"
"CUST_COMP_FACE_WART_2": "WRAT 2"
"SLOT_MISC_COLOR": "Versch. kleur"
"CUST_VARIANT_FOREST_CAMO": "BOSCAMOU"
"CUST_ITEM_FEMALE_LP_EARRINGS_4": "ALIENS BESTAAN-OORBELLEN"
"CUST_ITEM_CM_PSJ_UBDY_M_BDSHIRTVEST": "SWEATERVEST EN SHIRT"
"CUST_ITEM_THREE_QUARTER_T_SHIRT": "SIERLIJK SHIRTJE"
"CUST_ITEM_LEFT_UPPER_ARM_GEISHA_02": "KNOCKOUT-ZWACHTELS"
"STORE_WEAPON_OWNED": "IN JE BEZIT"
"CUST_COMP_EYES_YELLOW": "GEEL"
"CUST_VARIANT_CMCOA_UCOPVEST1": "POLITIE"
"CUST_VARIANT_FLOWERS": "BLOEMEN"
"CUST_WEAR_BACK LEFT": "TERUG NAAR LINKS"
"VEHICLE_COLOR_PINK_DARK_TINT": "DONKERROZE TINT"
"COLOR_SLOT_PAINT_1": "VERF 1"
"COLOR_SLOT_INTERIOR_1": "INTERIEUR 1"
"COMPONENT_OPTION_A": "OPTIE A"
"CUST_NO_ITEMS": "GEEN LOGO"
"LOGO_VOLITION_3": "VOLITION 3"
"CUST_PRIMARY_COLOR": "PRIMAIRE KLEUR"
"PLAYER_MORPH_SKULL_SIZE_TEXT": "OMVANG SCHEDEL"
"PLAYER_MORPH_LOWER_LIP_NOTCH_TEXT": "INKEPING ONDERLIP"
"OPTION_40": "OPTIE 40"
"RIM_131": "R131"
"CUST_ITEM_CM_NLMC_UBDY_M_SHIRTCOMBO": "RAVE X KANDY KONSTRUCTION"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPUP": "VROUWENTRAININGSJAS"
"CUST_ITEM_WORKER_BOOTS": "BAD GIRL-LAARZEN"
"CUST_ITEM_PARACHUTE_BACKPACK": "ANIME KITTY"
"CUST_TATTOO_HEAD": "HOOFD"
"PLAYER_MORPH_LOWER_LIP_SIDES_SIZE_TEXT": "FORMAAT ZIJKANT ONDERLIP"
"CUST_VARIANT_FLOWER": "GEBLOEMD"
"CUST_SKIN_RED_YELLOW_1": "DUIVELACHTIG ROOD"
"VEHICLE_COLOR_STEEL": "STAAL"
"CUST_VARIANT_STRIPES_BIG": "BREDE STREPEN"
"CUST_VARIANT_BAGGAGE": "BAGAGE"
"CUST_ITEM_CM_PSF_UBDY_M_JERSEY23": "VRIJE WORP MANNENTRUI"
"VEHICLE_PAINT_SPECIAL_PLASTIC": "SPECIAAL PLASTIC"
"SLOT_FENDER_SKIRT": "BUMPERSKIRT"
"SLOT_DASH": "DASHBOARD"
"CUST_VARIANT_CMBOT_WSLACKME01": "GEDEKT"
"CUST_VARIANT_PLAID_SMALL": "GERUIT 1"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-UP": "MARSHMALLOW JAS"
"PLAYER_MORPH_LOWER_LIP_MIDDLE_SIZE_TEXT": "FORMAAT MIDDENSTUK ONDERLIP"
"CUST_COLOR_CLOTHING_BLUES_4": "BLAUW 4"
"CUST_COLOR_CLOTHING_RED-ORANGE_2": "ROODORANJE 2"
"VEHICLE_COLOR_TRUMPET_YELLOW": "NARCISGEEL"
"CUST_VARIANT_TRACK_A": "STIJL 4"
"CUST_VARIANT_TRIANGLE": "DRIEHOEK"
"CUST_VARIANT_POLICE_CHIEF": "COMMISSARISBADGE"
"CUST_ITEM_CM_NECK_ROPECHAIN": "LICHTE KETTING"
"CUST_ITEM_CM_LPE_HAND_M_GLOVESCOMB": "HANDSCHOENEN TOEKOMSTSOLDAAT"
"VEHICLE_COLOR_TOBIAS_FUR_WHITE": "HERMELIJNWIT"
"SLOT_DECAL_4": "DECORATIE 4"
"CUST_VARIANT_PIMPCOAT_COAT": "EFFEN"
"CUST_ITEM_CM_DLC_HEAD_M_SHARKHAT": "HAAIENBEET-HOED"
"FACIAL_EXPRESSION_DISGUSTED": "WALGEND"
"VEHICLE_COLOR_TANGERINE_ORANGE": "SINAASAPPELORANJE"
"CUST_VARIANT_FLAME": "GEVLAMD"
"CUST_WEAR_BOTH_ROLLED_UP": "BEIDE OPGEROLD"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2C": "URBAN SAFARI 3/4 T-SHIRT"
"CUST_ITEM_CM_LPG_MASK_M_MASKDOG": "DOGGY STYLE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_2": "BLAUWGROEN 2"
"CUST_WPN_UPGRADE_DESC_GRENADE_ELECTRIC_4": "Granaat blijft kleven aan wat hij raakt."
"VEHICLE_COLOR_SLATE_GRAY": "LEISTEENGRIJS"
"VEHICLE_COLOR_KHAKI_GREEN": "KAKIGROEN"
"VEHICLE_COLOR_HOT_PINK": "HOT ROZE"
"CUST_VARIANT_CLOUDS": "BEWOLKT"
"CUST_ITEM_CM_RADIATIONSUIT": "BURNIN' FOR YOU"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "GO TEAM!-TRUI"
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "PIRATENHALSBAND"
"CUST_INSULT_Q": "DE MIDDELVINGER"
"CUST_COLOR_CLOTHING_GREENS_5": "GROEN 5"
"CUST_COMP_FACE_SCAR_1": "GROOT LITTEKEN 1"
"CUST_COMP_MALE_EYEBROWS": "DE NATUURLIJKE MAN"
"SLOT_LICENSE_PLATE": "KENTEKENPLAAT"
"LOGO_UNIVERSITY_2": "STILWATER U 2"
"CUST_CAT_HAIR_HEAD": "HOOFD"
"CUST_SKIN_BLUE_5": "BEVROREN BLAUW"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "HOOGTE BUITENKANT WENKBRAUWEN"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_9": "PAARSBLAUW 9"
"VEHICLE_PAINT_GANG_SOS": "SONS OF SAMEDI"
"CUST_VARIANT_SHIRT_A": "STIJL 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "REGENLAARZEN"
"CUST_ITEM_CF_LPE_HAT_F_MHELMET": "JONGE SOLDAAT-HELM"
"CUST_INSULT_E": "KLEUTERSCHOOL"
"CUST_BODY": "BOUW"
"PLAYER_MORPH_NOSE_TEXT": "NEUS"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_4": "Ontbrandbare kogels vergroten de hitte. Laservizier laat je nauwkeuriger vanaf de heup schieten."
"CUST_COMP_FINGERNAILS_L": "NAGELLAK"
"CUST_TATTOO_RCALF_6": "DUIVELIN"
"CUST_TATTOO_LARM_1": "DEMON SAINT"
"CUST_TATTOO_LUPPARM_3": "MAN IN DE ZON"
"CUST_COMP_FEMALE_EYEBROWS_1": "ZEER GEËPILEERD"
"CUST_VARIANT_FLAME_2": "GEVLAMD 2"
"CUST_VARIANT_CHECKERS": "GEBLOKT"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "LEER"
"CUST_VARIANT_STRIPES_3": "STREPEN 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "RECHTER BOVENBEEN"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "HELE LINKERARM"
"LOGO_TUX": "SMOKING"
"CUST_VARIANT_RIVET": "NAGEL"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "JERSEY GIRL OORBELLEN"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "CHEERLEADER KAPITEIN"
"CUST_COMPLIMENT_J": "DE JENKINS"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "OORBREEDTE"
"PLAYER_MORPH_EYES_TEXT": "OGEN"
"CUST_COMP_EYE_MAKEUP_9": "DAGELIJKSE LINER"
"VEHICLE_COLOR_ALLOY": "LEGERING"
"VEHICLE_COLOR_FURIOUS_ORANGE": "HEFTIG ORANJE"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "GEEST 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "L. opengeritst, R. opgerold, Hoog"
"PRESET_WARNING_BODY2": "Alle wijzigingen die je hebt aangebracht zullen verloren gaan. \nDeze actie kan niet worden teruggedraaid.\n\nDoorgaan?"
"CUST_COLOR_GRAY": "GRIJS"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "HELLING ONDERSTE OOGLID"
"CUST_TATTOO_RFORARM_3": "SCHOONDIEF"
"CUST_COMP_FACE_BLOODY_SMEAR": "BLOEDFEEST"
"CUST_COMP_FACE_MOLE_2": "MOEDERVLEK 2"
"VEHICLE_COLOR_PINK_SALMON": "ZALMROZE"
"CUST_ITEM_STAG_OUTFIT": "STAG-OUTFIT"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "VROUWENTRAININGSJAS OMLAAG"
"CUST_CAT_HAT": "HOEDEN"
"CUST_SKIN_GREY_2": "LEISTEEN-GRIJS"
"COMPONENT_ADD_REINFORCED_FRAME": "VERSTEVIGD FRAME"
"CUST_VARIANT_PECTORAL_COLORS": "BLOKKEN"
"CUST_WEAR_ZIPPED": "DICHTGERITST"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "STEAMPUNK STRIJDER"
"CUST_ITEM_SWAT_PANTS": "GIRL FIGHT-TRICOT"
"PLAYER_CREATION_AGE_OLD": "OUD"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "KAAKHOOGTE"
"VEHICLE_PAINT_GLOSS_PAINT": "GLANZENDE VERF"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "SOUTH BEACH PILOTENBRIL"
"CUST_SKIN_GREEN_2": "ROT GROEN"
"CUSTOM_WALK_9": "TUIGSTIJL 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "RONDING BOVENSTE OOGLID"
"VEHICLE_COLOR_TINT_70": "TINT 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "WITGOUD"
"CUST_VARIANT_PLASTIC": "PLASTIC"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "HOOG"
"CUST_TATTOO_TORSO_FRONT": "VOLLEDIGE VOORKANT"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "BLOEDERIGE NON"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "DONSJAS"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Gooi verder."
"CUST_COMP_EYES_PURPLE": "PAARS"
"CUST_COLOR_BRIGHT_PINK": "FELROZE"
"COMPONENT_CHASSIS": "ONDERDEEL CHASSIS"
"LOGO_MECH_1": "MECH 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "OORINTENSITEIT"
