"HASH_9EA21200": "ZERO COOL"
"HASH_5AA391DA": "The research has yielded promising results. With more data, I can create something truly astonishing!"
"HASH_A9ECBBDA": "I did what you asked. We're ready to save your friend."
"HASH_9249E7DA": "MEET [format][color:location]KINZIE[/format]"
"HASH_AB92BEDA": "ENTER SIMULATION"
"HASH_5D25A1DA": "SAVE [format][color:defend]SHAUNDI[/format]"
"HASH_433CE3DA": "DEFEND [format][color:defend]TERMINAL[/format]"
"sh03_failure_defend": "YOU ABANDONED YOUR HOMIES!"
"HASH_4BE69BDB": "MEET [format][color:Location]KEITH[/format] ON SHIP"
"HASH_85FE21DB": "DISRUPT [format][color:Location]SYSTEM[/format]"
"HASH_DC87C0DB": "AND SO..."
"HASH_1F1B1BDB": "...no."
"HASH_8E97E1DC": "CHECK ON [format][color:location]KINZIE[/format]"
"HASH_6E2BC1DC": "SHAUNDI WAS ABANDONED!\nTHE SAINTS NEED TO STICK TOGETHER!"
"HASH_813BBFDC": "LEAVE PLANET TO WALK ON THE MOON"
"HASH_F8A336DC": "Yes, yes. Quirkzug used his anatomical advantage to best me at that infantile test of strength. After shooting him through his enormous eye, I congratulated his corpse on a job well done. Giving the Jetyang people no quarter, we made hasty work of their pathetic planet and to this day I keep Quirkzug's desiccated tongue in my pocket. \n\nI rub it for luck."
"HASH_FD6ECEDD": "THE GIRL WHO HATES THE 50S"
"HASH_1DB008DD": "FIND [format][color:location]DJVC [/format]"
"HASH_C6685ADD": "START AGAIN"
"HASH_689A66DD": "\\"I REALLY WANT TO DESTROY ZINYAK\\""
"HASH_E2DA91DD": "GO TO [format][color:location]OVAL OFFICE[/format]"
"HASH_7937C7DD": "START HOOKING UP VICTIMS!"
"HASH_4D6EFCDD": "Alas, the climate of Zinshire is not conducive to the growing of fruit."
"HASH_87B03EDE": "MEET KINZIE ON THE SHIP"
"HASH_DA88BBDE": "HACK [format][color:Location]RUSTY'S NEEDLE[/format]"
"HASH_3B0A4CDE": "The book needs a stronger second act. Got any ideas?"
"HASH_C409D0DE": "UPGRADE A CAR"
"HASH_21FC61DE": "ALL HANDS ON DECK"
"HASH_2055C7DE": "DISABLE [format][color:use]GENERATORS [/format]"
"m20_failure_angel_heli_destroyed": "HELICOPTER DESTROYED!"
"HASH_73005FDE": "KILL [format][color:kill]ALIENS[/format]"
"HASH_334F41DE": "BLEW UP PLANET ZIN AND NEVER LOOKED BACK"
"HASH_C986D0DF": "HACK THE RIM JOBS IN ASHWOOD"
"HASH_1E5258DF": "MEET KINZIE ON THE SHIP"
"HASH_D3B910DF": "EMBRACE THE CRAZY"
"HASH_6A0186DF": "DISRUPT THE SYSTEM"
"HASH_EC9607DF": "CRY"
"HASH_D306B4DF": "TAKE [format][color:use]PHOTO-OP[/format]"
"HASH_B0BA1AE0": "HACK [format][color:Location]FRIENDLY FIRE[/format]"
"HASH_70FA2DE0": "BEST LAID PLANS"
"HASH_5FB60AE0": "KILL THE UNICORN"
"HASH_DD1502E0": "DRINK THE WINE"
"HASH_E0E997E0": "THE SIMULATION"
"HASH_69A9ABE1": "HACK [format][color:Location]RUSTY'S NEEDLE[/format]"
"HASH_D83F25E1": "That son of a bitch put me through hell. We're gonna make him pay."
"HASH_27B704E1": "SIGN UP"
"HASH_18E5EFE1": "MAKE A HOUSE OUT OF PALMS"
"HASH_515B6BE1": "It's a computer.\n\nWhat do you do?"
"HASH_1DD58BE1": "So it was I went about collecting the exemplary specimens from cultures throughout the entirety of the known world. With one exception. A certain destination whose exploitation I wished to savor. A place whose artistic contributions had first set me upon my path. There was someone there I especially wished to meet-and with the time-bending capability of the Mothership, I could. But also I knew any planet capable of literary work of that caliber must also breed warriors unlike any other. I was excited, reader. Every part of my essence shivered with anticipation."
"HASH_551C89E2": "UPLOAD [format][color:Location]VIRUS[/format]"
"HASH_57AB08E2": "GO TO [format][color:location]ACTIVITY START[/format]"
"HASH_3AF5D9E2": "GANG VEHICLE"
"HASH_127844E2": "PICK UP [format][color:use]BATTERY [/format]"
"HASH_D36FAEE2": "USE TERMINAL"
"HASH_572FB9E2": "Afterwards, I hunted my accuser down and killed him where he stood. \n\nThat nastiness behind me, I not only continued to fulfill my role within the Zin Army but I excelled at it! After many more successful terrestrial campaigns against our foes, the officials saw fit to:"
"HASH_9B73A8E2": "FRESH FRUIT TARTS"
"HASH_F132EDE3": "INITIALIZE VIRUS INJECTION"
"HASH_700BABE3": "GO TO [format][color:location]TECHNICALLY LEGAL[/format]"
"HASH_79F4BFE3": "GAT TIME, FUN TIME"
"HASH_B0B8BAE3": "BACK AWAY"
"HASH_C28DE3E3": "A RABID ZINPIG GOT LOOSE UPON THE SHIP DURING A ROUSING DEBATE ON INTERGALACTIC POLITICKING"
"HASH_E2E273E3": "Thus was my love of literature cemented and access to Zinkov Preparatory Academy assured. Which is where I met the teacher who would help me find my life's true purpose. \n\nThough that is another tale."
"HASH_36DF31E4": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_D9E829E4": "[format][color:kill]CLEAR[/format] THE DOCK"
"m09_failure_pierce_died": "PIERCE DIED"
"HASH_BE356BE5": "WHITE RABBIT"
"HASH_A40AABE5": "GO PLAY IN TRAFFIC.  BREAK THE RULES FOR A BIT."
"HASH_1DB23DE5": "CAMPAIGN TRAIL OF DESTRUCTION"
"HASH_1E8D38E5": "KILLBANE ESCAPED!\n USE THE RPG TO STOP HIS ESCAPE."
"HASH_3537AEE5": "Matt Miller winds up and takes a swing, hitting Killbane in the jaw.\n\nKillbane yells, \\"Ow!  What the hell was that!\\"\n\nWhat should Matt do?"
"HASH_990924E5": "\\"I'M AWESOME\\""
"HASH_5D5D9DE6": "We're stretching out gameplay. Come see me!"
"HASH_E28697E6": "MEET THE CREW TO BRING DOWN ZINYAK"
"HASH_B5255AE6": "DEFEAT THE [format][color:kill]THROWBACK CLONE[/format]"
"HASH_3681B8E6": "GO TO [format][color:location]LOGIC GATE[/format]"
"HASH_882D44E6": "\\"I AM THE LEADER OF THE SAINTS\\""
"HASH_B29FBCE6": "MY TACTICAL INSTINCT"
"HASH_381592E7": "HACK THE FRIENDLY FIRE IN BRIDGEPORT"
"HASH_B65117E7": "EXPLORE [format][color:Location]RIFT[/format]"
"HASH_9B92C4E7": "CLEAR OUT ZIN TROOPS"
"HASH_CC096EE7": "Test your mettle in Super Power Fight Club."
"HASH_83D0D6E7": "GO TO [format][color:location]DEAL LOCATION [/format]"
"HASH_4AE324E7": "ABSORB THE [format][color:use]VIRUS[/format]"
"HASH_2EBEC9E7": "Zinjai and I then went on to enjoy a most lovely meal full of fresh Buune steaks and delightful conversation. "
"HASH_2B7DDAE7": "QUESTION MY READINESS TO COMMAND"
"HASH_A4E914E8": "INJECT THE FINAL VIRUS"
"HASH_C5A40EE8": "STEAL [format][color:Location]VEHICLE[/format]"
"HASH_FD122EE8": "S.T.A.G. TANK v2"
"HASH_067976E8": "GO TO A [format][color:location]BATTLE LOCATION[/format]"
"HASH_F55DFFE8": "You run your hand through the unicorn's mane. The unicorn softly whinnies and nuzzles your head in return. His horn pokes you in the eye and you recoil in pain. As you do so your foot catches a loose flagstone.\n\nYou fall and break your neck.\n\nYou are dead.\n\nThanks for playing Dragons and Tears: Part 1 of The Spiraling Darkness Trilogy\n\n"
"HASH_63085BE8": "MATHEMATICS"
"HASH_7C386BE9": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_9125A2E9": "PIERCE DIED!"
"HASH_11C093E9": "As part of their theocratic doctrine, the Jetyang do not believe in flat surfaces."
"HASH_20E575EA": "HACK THE RUSTYS NEEDLE IN ASHWOOD"
"HASH_99A85FEA": "MEET [format][color:Location]CID[/format] ON SHIP"
"HASH_95F784EA": "Keith said he can't go on a date until Zinyak is dead. Can we speed this up?"
"HASH_32AEF7EA": "COMPLETE [format][color:Location]RACE[/format]"
"HASH_836223EA": "ASCEND THE TOWER"
"HASH_3C5702EA": "FOLLOW [format][color:location]TARGET[/format]"
"HASH_804DB2EA": "COLLECT PARTS FOR THE KEY"
"HASH_4CA8FAEA": "You and your partner tied."
"HASH_7CB885EA": "SAVE  [format][color:location]SHAUNDI[/format]"
"HASH_8C6024EB": "GET IN [format][color:location]CAR[/format]"
"HASH_C89FC4EB": "THE CASE OF \nMR. X"
"M16_FAIL_KINZIE_DIED": "KINZIE DIED!"
"HASH_175AB8EB": "KILL [format][color:kill]BIKES[/format]"
"HASH_F4BFD0EB": "The dominatrix bursts into tears. \\"Why are you so mean?\\"\n\nWhat do you say?"
"HASH_75DD33EC": "HACK THE PLANET ZIN IN SUNSET PARK"
"HASH_ED564BEC": "MEET UP WITH [format][color:Location]KINZIE[/format]"
"HASH_CC473AEC": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_8EE694EC": "CITY TAKEOVER TUTORIAL"
"HASH_D420E7EC": "To get back your Chief of Staff, you'll have to revisit your mutual past."
"HASH_C95CB0EC": "JOIN MATT'S ADVENTURE"
"HASH_55DCB3EC": "REWIRE SPEAKER"
"HASH_BB2A7EEC": "GO TO THE [format][color:location]SHIELD GENERATOR[/format]"
"HASH_1307FDEC": "\\"No.\\"\n\nWhat do you say?"
"HASH_5F891DEC": "I could not trust those who fell before my might to roam around unsupervised in the real world but a virtual one, that was another matter entirely. It came to me as a vision! A vast interconnected web of simulated worlds designed not only to contain the best and brightest in the universe but to break their wills and make them subservient to me, Zinyak, Galactic Overlord and Head Emperor Supreme of the Zin Empire. Oh, did I forget to mention I killed my predecessor and claimed his throne for my own? My apologies for the oversight."
"HASH_6851E3EC": "After basic, I entered service and was sent to the front line of the great war that was brewing on Planet Bedard. There, I led the charge against the great Bedardian commander Franscot. Using my innately keen insight, I surprised Franscot by:"
"HASH_CD8090ED": "DEATH FROM ABOVE"
"HASH_F1D152EE": "HACK THE PLANET ZIN IN LOREN SQUARE"
"HASH_E9C20AEE": "BREAK THE RULES OF REALITY"
"HASH_507A9CEE": "THE SIMULATION RECOGNIZES..."
"HASH_6E15B8EF": "FIND THE [format][color:location]HOLDING PENS[/format]"
"HASH_7B2A42EF": "GO TO [format][color:location]KINZIE'S WAREHOUSE[/format]"
"HASH_A91BAEEF": "GO TO THE [format][color:location]ALLEY[/format]"
"HASH_D0C411EF": "LEARN MORE ABOUT DEATH FROM ABOVE"
"HASH_27A8A7EF": "Now The Real Game Begins >:)\n\nPress Any Button to Continue"
"HASH_9F4244F0": "Listen, if I'm going to be stuck in this simulation, do me a solid."
"HASH_60DE08F0": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_4270C1F0": "WOLVERINES"
"HASH_16AD57F0": "Little did I know that the cephalopodian anatomy of the Jetyang, combined with the curved surfaces that pass as tables, allowed them great leverage at this sport. Oh-ho! How clever Quirkzug was! Luring me into a trap that played upon my own prejudices! Well done! Well done, indeed. As it turns out, the winner of that match was:"
"HASH_1BF960F1": "USE THE [format][color:use]NUKE[/format] POWER"
"HASH_A384D0F1": "HACK THE CAMANO PLACE LEATHER AND LACE"
"HASH_CF7268F1": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_D9426DF1": "EXPLORE [format][color:Location]RIFT[/format]"
"HASH_9BFFABF1": "GO TO [format][color:location]THE BROKEN SHILLELAGH[/format]"
"HASH_C1BA89F1": "PIERCE DIED!"
"HASH_9739A6F1": "FIND A TEST SUBJECT!"
"HASH_A3609DF1": "Alas, Zingrat's Camp for Riotous Youth was booked for the season."
"HASH_D1256DF2": "INITIALIZE VIRUS INJECTION"
"HASH_FAA345F2": "DEFEAT [format][color:kill]SUPER GENKI[/format]"
"HASH_BBCFACF2": "STEAL [format][color:location]UFO[/format]"
"HASH_CFF200F2": "WELCOME BACK"
"HASH_F14AE4F2": "FIND SOMETHING [format][color:location]IMPORTANT[/format]"
"HASH_DD4120F2": "HEADED OUT TOWARD ADVENTURE"
"HASH_88840AF2": "Don't be crass."
"HASH_7541FFF2": "KILLING MY OWN PARENTS"
"HASH_2788B1F3": "HACK THE IMAGE AS DESIGNED IN BURNS HILL"
"HASH_840FE7F3": "MEET KEITH ON THE SHIP"
"HASH_2DA642F3": "Who needs context?"
"HASH_A2C6B0F3": "FIND  [format][color:location]KINZIE[/format]"
"HASH_723C33F3": "[format][color:power_tele]TK[/format] OBJECT INTO THEN SHOOT [format][color:power_tele]WARDEN[/format]"
"HASH_029866F3": "BACK AWAY"
"HASH_7E11BEF3": "DRINK THE WINE"
"HASH_DE7764F3": "Start Death Tag?"
"HASH_ECA399F3": "A THIRST FOR KNOWLEDGE"
"HASH_28A399F4": "HACK [format][color:Location]FRIENDLY FIRE[/format]"
"HASH_5B6E3FF4": "UPLOAD [format][color:Location]VIRUS[/format]"
"HASH_15D908F4": "MEET ASHA ON THE SHIP"
"HASH_EED915F4": "FLY TOWARDS THE PURPLE STAR"
"HASH_CCFC6CF4": "EXECUTE [format][color:use]TERRORIST[/format]"
"HASH_F55D5AF4": "Start Cat and Mouse?"
"HASH_DAF1EDF4": "Rather short-sighted, don't you think?"
"HASH_72B0F7F5": "INJECT FINAL CODE"
"HASH_8C3B6EF5": "MEET ASHA ON THE SHIP"
"HASH_D0A159F5": "HACK [format][color:Location]RIM JOBS[/format]"
"M16_FAIL_HELI_DESTROYED": "THE HELICOPTER WAS DESTROYED!"
"HASH_146A39F5": "You crudely fashion a pair of cocktail glasses and fill them with coconut milk.\n\nWhat do you do?"
"HASH_2B29F8F5": "\\"I'M AWESOME\\""
"HASH_A5EC74F5": "[format][color:blue]FEED HUNGRY[/format]"
"HASH_58E4D9F5": "Yes, I held the keys to the universe in my grasp yet something was missing. These victories, numerous though they were, felt hollow. I found myself wanting more, needing more. What could I possibly be missing? I had everything. Civilizations trembled when I announced my presence. My own army lived in fear of my wrath. What could I possibly be lacking?"
"HASH_6F3C27F5": "Even now, looking back, I can't help but smile. \n\nFrom there, I led the charge after numerous enemies of the Zin Empire. Soon, the entire Bedardian Army fell before us and we had yet another notch on our already impressively-carved belts."
"HASH_609E76F6": "GO TO [format][color:location]RIFT[/format]"
"HASH_7C4786F6": "GO TO [format][color:location]THE BROKEN SHILLELAGH[/format]"
"HASH_C9FCDFF6": "PICK UP [format][color:location]VIP & ASHA[/format]"
"HASH_919CC6F6": "GO TO [format][color:location]ZIMOS' PLACE[/format]"
"HASH_A76BB6F6": "GO TO [format][color:location]EXIT[/format]"
"HASH_F6BC96F7": "HACK THE FRIENDLY FIRE IN HENRY STEEL MILLS"
"HASH_BB8C7CF7": "MEET [format][color:Location]KINZIE[/format] ON SHIP"
"MOL_MM_01_FAILURE_MATT_DIED": "MATT DIED!"
"HASH_65FD09F7": "GRAND FINALE PART THREE"
"M15_PLAYER_DIED": "YOU DIED!"
"HASH_3289A1F7": "AND WOKE UP..."
"HASH_686C88F8": "A WHITER SHADE OF PALE"
"HASH_C9C746F8": "CLEAR OUT ZIN TROOPS"
"HASH_606EE3F8": "I need a warm-up."
"HASH_D3EB87F8": "ZIMOS DIED!"
"HASH_5636AFF8": "The computer does not fuck off.\n\nWhat do you type?"
"HASH_9CEDCCF9": "RACE THROUGH THE SYSTEM"
"HASH_F0DA48F9": "THE KINZIE GAMBIT"
"HASH_7FEF38F9": "Something strange is happening in the simulation. [format][color:red]You're going to be getting attacked until this situation is resolved.[/format]"
"HASH_A858CDF9": "KILL [format][color:kill]WARDEN[/format]"
"HASH_7797E9F9": "SUPPRESSED"
"HASH_C0BDC5F9": "FOLLOW  [format][color:location]CID[/format]"
"HASH_199107F9": "DESTROY [format][color:kill]GATE KEY[/format]"
"HASH_CE6B20F9": "As even neophyte Zin should know, the Great Linguistic Misunderstanding carved a wide political chasm that separated the Goetz-Bray Alliance millennia ago. What do they teach in schools these days?"
"HASH_4DCB27FA": "CLEAR OUT ZIN TROOPS"
"HASH_89EA98FA": "RAISE [format][color:kill]NOTORIETY[/format]"
"HASH_420904FA": "COVER [format][color:defend]SAINTS[/format]"
"HASH_83A2B4FA": "THE DECKERS GOT THE SUPERCOMPUTER!"
"HASH_E58FB7FA": "How surprised was I that some of the finest literature in the universe came from a tiny watery planet more than ten million lightyears away! While it would be some time until I visited that seemingly unremarkable waystation, I had fallen in love with its artistic offerings already. One author's work in particular captured my imagination. Can you guess the scribe responsible?"
"HASH_E6602DFB": "MEET [format][color:Location]KINZIE[/format] ON SHIP"
"HASH_3BD884FB": "HEAD [format][color:location]INSIDE[/format]"
"HASH_636F28FB": "GO TO TRAINING PROGRAM"
"m20_failure_shaundi_died": "SHAUNDI DIED!"
"HASH_7DEF51FB": " [format][color:location]ESCAPE[/format]"
"HASH_EEEF48FB": "BREACH [format][color:use]DOOR[/format]"
"HASH_50427DFB": "One does not get \\"promoted\\" to Emperor."
"HASH_0CB8D6FC": "Start Co-op Mission?"
"HASH_E08B20FC": "MEET [format][color:Location]SHAUNDI[/format] ON SHIP"
"HASH_6890A4FC": "CLEAR [format][color:Location]ZIN TROOPS[/format]"
"HASH_F66622FC": "PIERCE WAS ABANDONED!\nTHE SAINTS NEED TO STICK TOGETHER!"
"HASH_1A3AAEFC": "VIOLA WAS ABANDONED!\nTHE SAINTS NEED TO STICK TOGETHER!"
"HASH_325A6AFC": "Matt Miller breathes a sigh of relief.  \\"I knew you'd get me through this.  Now... can I get out of this antique of a game?\n\nWhat do you say?"
"HASH_C76C5FFD": "START DECKERS STRONGHOLD"
"HASH_1ADE5EFD": "KINZIE DIED!"
"HASH_8C77DDFD": "BREACH DOOR"
"HASH_A13AD8FD": "KILL ZINFAX"
"HASH_3F7856FE": "HACK THE PLANET ZIN IN SALANDER"
"HASH_9CFF00FE": "DISRUPT THE SYSTEM"
"HASH_3D6A73FE": "KEYMASTER"
"HASH_FD1A5BFE": "GO TO [format][color:location]3 COUNT[/format]"
"HASH_368A4AFE": "TALK TO MATT MILLER"
"HASH_EBBB5DFE": "LEARN THE BASICS"
"mission_failed": "MISSION FAILED!"
"M19_FAIL_CID": "CID DIED"
"HASH_33836BFE": "GO TO [format][color:location]TERMINAL[/format]"
"HASH_29D30DFE": "The Kjoertnerfer Tribes have been a blight on Central Alspazia since time immemorial. Really, I was doing everyone a favor by razing those heathens to the ground. But did the Unified Nations of Central Alspazia show me any gratitude at all? Of course not! \n\n\\"Monster!\\" they cried. \\"Psychopath!\\""
"HASH_C9D58AFF": "CARJACK THE DATA"
"HASH_0A47FFFF": "POWER TRAINING"
"HASH_722611FF": "VIOLA DIED!"
"HASH_A311B4FF": "\\"YOUR MOM'S A SLAVE\\""
"HASH_B18E82FF": "The room melts away, giving you a breathtaking view of the cosmos.\n\nWhat do you do?"
