"CUST_ITEM_CF_HAIR_MED": "DO RAMION"
"MALE_SLENDER": "MĘŻCZYZNA - SZCZUPŁY"
"CUST_VARIANT_DRAGON_BOWTIE": "SMOK"
"CUST_VARIANT_CANVAS": "PŁÓTNO"
"CUST_WEAR_U": "U"
"CUST_ITEM_CM_IMPE_UBDY_M_SHIRT": "KOSZULA \"SOUTH BEACH\" "
"CUST_ITEM_CF_LPH_FOOT_F_CLSHOES": "BUTY \"DO BOJU!\""
"CUST_CAT_NOT_FOR_DEMO": "NIE W DEMO"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_1": "ŻÓŁTOZIELONY 1"
"CUST_TATTOO_CHEST_2": "SMOK NA SZCZĘŚCIE"
"COLOR_SLOT_GRILL": "ATRAPA"
"CUST_VARIANT_NEW_EYES": "NOWE OCZY"
"CUST_ITEM_CF_NLMC_UBDY_M_SHIRT": "KOSZULA \"CIEMNA STRONA\""
"CUST_ITEM_CM_NLMC_FOOT_M_SHOES": "TENISÓWKI \"RAVE X\""
"CUST_ITEM_CF_IMPQ_FOOT_F_LATEXHEELS": "SZPILKI DIWY"
"STORE_WEAPON_AMMO": "KUP AMUNICJĘ/GRANATY"
"CUST_COMP_FACE_BANDAGE_1": "OPATRUNEK NA NOSIE"
"CUST_COMP_FACE_MAKEUP_9": "PODBITE PRAWE OKO"
"VEHICLE_COLOR_ALUMINUM": "ALUMINIUM"
"VEHICLE_PAINT_TIRE_TREAD": "BIEŻNIK"
"SLOT_TIRE_DURABILITY_DESC": "Ulepsz swoje opony, żeby uniknąć złapania gumy w najmniej odpowiednim momencie."
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_4": "KOLCZYKI Z KLEJNOTAMI"
"PLAYER_CREATION_MENU_5": "CIAŁO"
"CUST_COLOR_CLOTHING_GREYS_8": "SZARY 8"
"DARK_INDIGO": "CIEMNE INDYGO"
"CUST_VARIANT_POCKET": "KIESZEŃ"
"CUST_ITEM_CF_LPC_MASK_F_FEMHEROMASK": "MASKA SUPERBOHATERKI"
"CUST_CAT_LEFT_WRIST": "LEWY NADGARSTEK"
"CUST_TATTOO_HAND_LEFT": "LEWA DŁOŃ"
"PLAYER_MORPH_EAR_ELEVATION_TEXT": "WZNIESIENIE USZU"
"VEHICLE_COLOR_ACTIVE_RED": "AKTYWNA CZERWIEŃ"
"CUST_VARIANT_SHOE": "PŁÓTNO"
"CUST_WEAR_HIGH_LEFT_ROLLED_RIGHT_UNZIPPED": "L. podwinięty, p. rozpięty, wysoko"
"CUST_ITEM_CM_IMPO_LBDY_M_PANTS": "SPODNIE LALUSIA"
"CUST_ITEM_FEMALE_MURDERBRAWL_OUTFIT": "STRÓJ Z TRÓJKI DAMSKI"
"CUST_COMPLIMENT_I": "WIO!"
"VEHICLE_COLOR_FRESH_PLUM_PURPLE": "FIOLET ŚWIEŻEJ ŚLIWKI"
"VEHICLE_COLOR_PURPLE_DARK_TINT": "ODCIEŃ CIEMNEGO FIOLETU"
"Gray": "SZARE"
"CUST_VARIANT_DIAMONDS": "MAŁE DIAMENTY"
"CUST_ITEM_CM_FPIC_EYEBRIGHT": "KÓŁKO W PRAWEJ BRWI"
"CUST_ITEM_CM_HAIR_SHORTAFRO": "POSKROMIONE AFRO"
"CUST_INSULT_F": "#FIAJ"
"PLAYER_MORPH_MOUTH_BITE_TEXT": "ZGRYZ"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_3": "Zwiększa obrażenia."
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_2": "Zwiększa długość serii."
"CUST_TATTOO_RCALF_5": "KRZYŻ DO NIESIENIA"
"CUST_TATTOO_LARM_2": "NIOSĄCY ŚMIERĆ"
"CUST_COMP_FEMALE_EYEBROWS_2": "ZAWIJAJĄCE SIĘ"
"CUST_ITEM_CM_PSC_EYES_M_HPSGLASS": "HIPSTERSKIE OKULARY PRZECIWSŁONECZNE"
"CUST_PRESET_DESTRUCT_WARNING_TEXT": "Wybranie gotowego zestawu anuluje wszystkie inne zmiany i utracisz wszystkie poprzednie zmiany.\n\nKontynuować?"
"CUST_SECONDARY_COLOR": "DRUGORZĘDNY KOLOR"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_4": "Pociski przeciwpancerne zadają większe obrażenia i przebijają pancerze."
"CUST_COMP_FACE_MOLE_1": "PIEPRZYK 1"
"VEHICLE_COLOR_DUST_RED": "CZERWIEŃ KURZU"
"VEHICLE_COLOR_MINT_CHAR_GREEN": "BRUDNA MIĘTOWA ZIELEŃ"
"CUST_WEAR_NORMAL_EXTRA_HIGH": "NORMALNE, BARDZO WYSOKIE"
"CUST_ITEM_CM_PSD_FOOT_M_HIPSNEAKERS": "TENISÓWKI \"KOALA\""
"CUST_SKIN_GREY_1": "ALABASTROWA"
"FACIAL_EXPRESSION_SMARMY": "WAZELINIARSKI"
"PLAYER_MORPH_EARS_YAW_TEXT": "OTWARTOŚĆ USZU"
"PLAYER_MORPH_NOSTRIL_WIDTH_TEXT": "SZEROKOŚĆ NOZDRZY"
"VEHICLE_PAINT_GANG_BROTHERHOOD": "BRACTWO"
"SLOT_HOOD": "MASKI"
"CUST_ITEM_MALE_NLM_OUTFIT_B": "BYŁY WIĘZIEŃ"
"CUST_ITEM_CM_LPC_HAND_M_HEROGLOVES": "RĘKAWICE BOHATERA STEELPORT"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_3": "Zwiększa szybkostrzelność i pojemność magazynka."
"RIM_181": "SD WGM TY"
"LOGO_NUMBER8": "NUMER 8"
"LOGO_GHOST_1": "DUCH 1"
"CUST_BRO_TAUNT_D": "DRWINA BRACTWA 4"
"PLAYER_MORPH_UPPER_LIP_EDGES_LENGTH_TEXT": "DŁUGOŚĆ KRAWĘDZI GÓRNEJ WARGI"
"PLAYER_MORPH_EYELID_SLANT_TEXT": "NACHYLENIE POWIEK"
"VEHICLE_COLOR_SATIN_BRIGHT_WHITE": "SATYNOWA JASNA BIEL"
"CUST_ITEM_FEMALE_NLM_OUTFIT_H": "HIPISOWSKA RAVERKA"
"CUST_COLOR_CLOTHING_VIOLET_7": "FIOLETOWY 7"
"CUST_WEAR_TATTOO_BAND_B": "OPASKA 2"
"CUST_WEAR_RIGHT_ROLLED_LOW": "PRAWY PODWINIĘTY, NISKO"
"CUST_ITEM_CM_SUIT_M_CYBERAVATAR": "CYBERŚWIĘTY"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_H": "WŁADCA MÓRZ"
"CUST_BODY_HAIR": "OWŁOSIENIE"
"CUST_COLOR_CLOTHING_YELLOWS_4": "ŻÓŁTY 4"
"CUST_TATTOO_RUPPARM_4": "8-BITOWY GAT"
"SLOT_TRIM_COLOR": "KOLOR DODATKÓW"
"CUST_ITEM_CF_NLMB_LWRST_F_WRISTBAND": "BRANSOLETA ANARCHISTY"
"Brunette": "CIEMNE"
"LOGO_HORSE": "KOŃ"
"LOGO_SAW": "PIŁA ŁAŃCUCHOWA"
"CUST_VARIANT_FLAT_TOP_DESIGN_A": "PŁASKA GÓRA STYL A"
"CUST_ITEM_CM_IMPL_UBDY_M_JSCARF": "STYL T-ROY"
"CUST_ITEM_FEMALE_LL_BRA_3": "DOTKNIJ MOJEGO SERCA"
"CUST_VOICE_MALE_LATINO": "MĘŻCZYZNA 3"
"CUST_VARIANT_GANG_CAMO": "KAMUFLAŻ GANGU"
"CUST_ITEM_CM_NLMA_LBDY_M_SPPANTS": "STEAMPUNKOWY WOJOWNIK"
"PLAYER_CREATION_PRESET_MALE": "MĘŻCZYZNA"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_2": "Zwiększa pojemność magazynka."
"CUST_COMP_MUSTACHE_26": "HISZPAN"
"RIM_177": "SD RZ245"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_D": "PLAŻOWICZKA"
"CUST_ITEM_FEMALE_PS_UNDWEAR_2": "SKANDALICZNE STRINGI ŚWIĘTYCH"
"CUST_ITEM_CM_LLK_LBDY_M_BOXERS": "WŁAŚNIE WSTAŁEM"
"STRONGHOLD_CUSTOMIZATION": "MODYFIKACJA FORTECY"
"TATTOO_STORE_TITLE": "ZARDZEWIAŁA IGŁA"
"CUST_TATTOO_LFORARM_4": "UKRYTA BROŃ"
"COLOR_SLOT_SOFTTOP": "SKŁADANY DACH"
"SLOT_LIGHTS": "ŚWIATŁA"
"CUST_VARIANT_TRI_COLOR": "TRÓJKOLOROWE"
"CUST_ITEM_CM_DLC_RING_M_PIMPSET": "BLING \"STYL Z\""
"CUST_ITEM_CM_FPIC_EYEBLEFT": "KÓŁKO W LEWEJ BRWI"
"CUST_ITEM_CM_IMPB_LBDY_M_DRESSPANTS": "ODLOTOWE SPODNIE"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_E": "CWANIAK Z ULICY"
"BRIGHT_PURPLE": "JASKRAWOFIOLETOWE"
"LOGO_8BALL": "8 BALL"
"CUST_VARIANT_SPORT_SHORTS_1": "STYL 2"
"CUST_VARIANT_ARGYLE": "ARGYLE"
"CUST_TATTOO_RARM_6": "ZŁAPANY W SIEĆ"
"RIM_152": "LUMINATI"
"CUST_ITEM_CM_NLMA_FOOT_M_SPBOOTS": "STEAMPUNKOWE BUTY"
"CUST_ITEM_PLAIN_WHITE_TEE": "T-SHIRT"
"CUST_ITEM_CM_PSF_UBDY_M_SAINTSJERSEY": "KOSZULKA \"DRUŻYNA ŚWIĘTYCH\""
"CUST_TATTOO_TORSO_UPPER_BACK": "GÓRNA POŁOWA PLECÓW"
"Paint": "LAKIER"
"LOGO_GIRL_1": "DZIEWCZYNA 1"
"CUST_VARIANT_10_DEFAULT": "WARIANT 10"
"CUST_VARIANT_TIE_DYE_1": "NIERÓWNOMIERNIE FARBOWANE 1"
"CUST_VARIANT_CMCOA_MSUNSHINE01": "NORMALNE"
"CUST_WEAR_TATTOO_AZTEC_TURTLE": "AZTECKI ŻÓŁW"
"CUST_ITEM_MID_LENGTH_CHAIN_LOOPS_1": "HIPHOPOWE DŻINSY"
"CUST_SHOES": "BUTY"
"CUST_TATTOO_ENTIRE_BACK": "CAŁE PLECY"
"PLAYER_MORPH_NOSE_SLOPE_TEXT": "POCHYŁOŚĆ NOSA"
"CUST_SKIN_CAUCASIAN_01": "KAUKASKA 1"
"CUST_MENU_MAKEUP": "MAKIJAŻ"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_2": "Wpływ na większy obszar."
"CUST_TATTOO_STOMACH_3": "NATURALNA TRATWA"
"CUST_COMP_MUSTACHE_5": "SZCZOTECZKA DO ZĘBÓW"
"VEHICLE_COLOR_TINT_20": "ODCIEŃ 20%%"
"CUST_ITEM_CF_CLASSICUP": "DEBIUTANTKA"
"CUST_COMPLIMENT_V": "KLAŚNIĘCIE"
"PLAYER_MORPH_OLD_TEXT": "WIEK"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_1": "FIOLETOWONIEBIESKI 1"
"LOGO_WASHINGTON": "WASZYNGTON"
"CUST_GANG_ZOMBIE": "ZOMBIE"
"VEHICLE_COLOR_AMERICANA_RED": "AMERYKAŃSKA CZERWIEŃ"
"RIM_SET_016": "ZESTAW FELG 16"
"CUST_VARIANT_PATTERN_1_DECALS": "STYL Z NADRUKIEM"
"CUST_FACIAL_EXP_SAINTLY": "ŚWIĄTOBLIWY"
"CUST_ITEM_WEAR_OPTIONS": "STYL UBIORU"
"CUST_COMP_FACE_BLOODY_FACE": "POBITY"
"LOGO": "LOGO"
"CUST_COLOR_RED_3": "CZERWONY 3"
"CUST_ITEM_CF_IMPO_NECK_F_NECKLACE": "NASZYJNIK \"MIEJSKIE SAFARI\""
"CUST_EYEWEAR": "OKULARY"
"CUST_FACIAL_FEATURES": "ZNAKI SZCZEGÓLNE"
"TATTOO_NAME": "ZARDZEWIAŁA IGŁA"
"CUST_TATTOO_RARM_2": "NIOSĄCY ŚMIERĆ"
"VEHICLE_PAINT_EXOTIC": "EGZOTYCZNY"
"RIM_156": "LX-19"
"SLOT_DECAL_8": "NAKLEJKA 8"
"SLOT_MISCELLANEOUS": "INNE"
"CUST_VARIANT_FADE": "WYPŁOWIAŁE"
"CUST_ITEM_CM_IMPB_UBDY_M_LOWSHIRT": "DOPASOWANA KASZMIROWA KOSZULKA W SEREK"
"CUST_ITEM_CF_LLI_EYES_F_SUNGLASSES": "OKULARY ZBOCZUCHA"
"CUST_ITEM_CM_HAIR_WILDMESSY2": "HARD ROCK"
"CUST_ITEM_CF_PSE_FOOT_F_STRAPPYSANDLES": "BUTY STRIPTIZERKI"
"CUST_SKIN_ASIAN_04": "AZJATYCKA 4"
"CUST_EYELINER": "EYELINER"
"CUST_MORPH_CAT_EYES": "OCZY"
"CUST_COLOR_CLOTHING_BLUES_8": "NIEBIESKI 8"
"SLOT_DOORS": "DRZWI"
"LOGO_BALANCE_1": "RÓWNOWAGA 1"
"CUST_ITEM_LEATHER_LACE_MALE_A": "STRÓJ \"SKÓRA I KORONKA\""
"CUST_ITEM_CM_NLMD_UBDY_M_JACKETCOMBO": "PUNKOWA KURTKA ANARCHISTY"
"PLAYER_MORPH_EYE_HEIGHT_TEXT": "WYSOKOŚĆ OCZU"
"SLOT_TORQUE": "MOMENT OBROTOWY"
"LOGO_SCORPION": "SKORPION"
"CUST_VARIANT_THICK_STRIPES": "GRUBE PASY"
"CUST_VARIANT_PLAID_BIG": "TARTAN 2"
"CUST_ITEM_CM_JOY_UBDY_THECODE": "JOYSTICK JUNKIES - KONTROLA KODU"
"CUST_ITEM_CF_LPC_LBDY_F_FEMHEROLEGS": "RAJTUZY BOHATERKI STEELPORT"
"CUST_SKIN_CAUCASIAN_05": "KAUKASKA 5"
"EXIT": "WYJDŹ"
"BRIGHT_BLUE-GREEN": "JASNONIEBIESKOZIELONE"
"CUST_VARIANT_LETTERMANSTYLE": "STYL 3"
"CUST_VARIANT_CMUNS_UTSHIRT04_U": "STYL 2"
"CUST_ITEM_CM_RADIATIONMASK": "MASKA STOPIONEGO REAKTORA"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEDOWN": "BLUZA Z KAPTUREM WAKE AND BAKE"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_5": "FIOLETOWONIEBIESKI 5"
"SLOT_CHASSIS": "PODWOZIE"
"CUST_VARIANT_MATERIAL__1": "CUST_VARIANT_MATERIAL_#1"
"CUST_WEAR_LOW_LEFT_ZIPPED_RIGHT_UNZIPPED": "PRAWY ROZPIĘTY, NISKO"
"CUST_ITEM_IMPRESSIONS_MALE_E": "PRZEWODNIK SAFARI"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRTTIE": "NIESKAZITELNA"
"CUST_ITEM_CF_HAIR_PUNKSHAVEDSIDES": "PUNK ROCK"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEUP": "BLUZA Z PODNIESIONYM KAPTUREM, KOSZULA I KRAWAT"
"CUST_CAT_BODY_HAIR": "WŁOSY NA CIELE"
"CUST_COMPLIMENT_ZZ": "SKINIĘCIE GŁOWĄ"
"PLAYER_MORPH_TIPS_SPACING_TEXT": "ROZSTAW CZUBKÓW"
"CUST_COLOR_CLOTHING_GREENS_9": "ZIELONY 9"
"CUST_TATTOO_STOMACH_7": "AS ŚMIERCI"
"CUST_COMP_MUSTACHE_1": "JODEŁKA"
"RIM_202": "RBP R96 CUSTOM FIOLET"
"LOGO_ROUNDHOUSE": "ROUNDHOUSE"
"LOGO_REAPER": "KOSIARZ"
"CUST_COMPLIMENT_R": "JESSICA"
"CUST_WPN_UPGRADE_DESC_SPECIAL_RCGUN_4": "Pozwala kontrolować pojazdy wojskowe."
"VEHICLE_PAINT_PEARLESCENT_PAINT": "PERŁOWY LAKIER"
"HAIR_COLOR_BLONDE_MATTE": "MATOWY BLOND"
"CUST_COLOR_ROSE_3": "RÓŻOWY 3"
"LOGO_NUMBER11": "NUMER 11"
"CUST_ITEM_CM_LPG_MASK_M_MASKPIG": "KWICZOŁ"
"CUST_CAT_PIERCING_NOSE": "NOS"
"PLAYER_MORPH_UPPER_LIP_SHAPE_TEXT": "KSZTAŁT GÓRNEJ WARGI"
"CUST_VOICE_FEMALE_LATINO": "KOBIETA 3"
"CUST_COMP_EYES_PALE_BLUE": "BLADONIEBESKIE"
"RIM_SET_012": "ZESTAW FELG 12"
"CUST_VARIANT_STOCKINGS_1": "JEDNOLITE"
"CUST_VARIANT_3COLOR_THICK": "TRÓJKOLOROWE GRUBE"
"CUST_WEAR_UNTUCKED": "WYPUSZCZONA"
"CUST_ITEM_CM_PSI_NECK_M_CHAINS": "ŁAŃCUSZEK LILA"
"SLOT_FUZZY_DICE": "WŁOCHATE KOSTKI"
"CUST_WEAR_BOTH_ROLLED_LOW": "OBA PODWINIĘTE NISKO"
"CUST_ITEM_CF_IMPR_LBDY_F_PANTS": "SPODNIE ZE WZGÓRZ"
"CUST_ITEM_LEATHER_LACE_FEMALE_I": "PUNKOWA STRIPTIZERKA"
"PLAYER_MORPH_JOWLS_SPACING_TEXT": "ROZSTAW ZWISAJĄCYCH POLICZKÓW"
"CUST_COLOR_CLOTHING_VIOLET_3": "FIOLETOWY 3"
"CUST_ITEM_CM_DLC_HAND_M_GPGLOVES": "RĘKAWICZKI \"CZAS MORDOWANIA\""
"CUST_CAT_UPPER_BODY": "GÓRNA POŁOWA"
"CUST_BRO_COMPLIMENT_B": "KOMPLEMENT BRACTWA 2"
"PLAYER_CREATION_AGE_YOUNG": "MŁODY"
"PLAYER_MORPH_TIPS_ELEVATION_TEXT": "WYSOKOŚĆ CZUBKÓW"
"PLAYER_CREATION_PRESET_HISPANIC": "LATYNOS"
"VEHICLE_COLOR_SLOW_BURN_RED": "CZERWIEŃ WOLNEGO OGNIA"
"CUST_VARIANT_PEACE": "POKÓJ"
"CUST_WEAR_ZIPPED_HOOD_DOWN": "ZAPIĘTA, OPUSZCZONY KAPTUR"
"CUST_ITEM_CF_RING_F_SHARKTOOTH": "PIERŚCIONEK \"UGRYZIENIE REKINA\""
"CUST_ITEM_CM_LLB_SUIT_M_LTHR2": "KOSTIUM BONDAGE"
"FACIAL_EXPRESSION_DEATH_A": "ŚMIERĆ 1"
"CUST_ITEM_CF_IMPO_FOOT_M_PLTFRMS": "PLATFORMY \"MIEJSKIE SAFARI\""
"CUST_ITEM_CF_NLMH_FOOT_F_SHAGBOOTSM": "IMPREZOWE WŁOCHATE BUTY"
"CUST_ITEM_CF_PSB_HAT_F_BASTILLECAP": "CZAPKA POETY"
"FACIAL_EXPRESSION_BLANK": "BEZ WYRAZU"
"PLAYER_MORPH_NOSE_ELEVATION_TEXT": "WZNIESIENIE NOSA"
"CUST_COMP_MUSTACHE_22": "PASEK NA PODBRÓDKU"
"VEHICLE_COLOR_RUST_BROWN": "RDZAWY BRĄZ"
"SLOT_REAR_MODS": "MODYFIKACJE TYŁU"
"CUST_COLOR_TEAL_1": "TURKUSOWY 1"
"CUST_VARIANT_SQUARES": "KWADRATY"
"CUST_WEAR_TUCKED_ZIPPED": "WPUSZCZONA, ZAPIĘTA"
"CUST_ITEM_CM_PSC_FOOT_M_SNEAKERS": "WYSOKIE TENISÓWKI"
"PLAYER_MORPH_TEMPLE_WIDTH_TEXT": "SZEROKOŚĆ SKRONI"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_2": "Zwiększona ilość amunicji. Granaty przyczepiają się do trafionego celu."
"CUST_GANG_GIMP": "SADO-MASO"
"CUST_ITEM_CM_DLC_HAT_M_KNIGHT": "HEŁM RYCERZA"
"CUST_ITEM_CM_NLME_EYES_M_SUNGLASSES": "SIECIOWE OKULARY PRZECIWSŁONECZNE"
"PLAYER_MORPH_MOUTH_EDGES_TEXT": "KRAWĘDZIE UST"
"COLOR_SLOT_TRIM_3": "DODATKI 3"
"LOGO_FLOWERS": "KWIATKI"
"COMPONENT_PAINT_1": "LAKIER 1"
"CUST_WEAR_LOW": "NISKO"
"CUST_ITEM_CF_LLR_NECK_F_IVORYCHOKER": "OBRÓŻKA KUSICIELKI"
"CUST_CAT_HAIR_EYEBROWS": "BRWI"
"CUST_EXIT_WARNING_TITLE": "UWAGA"
"PLAYER_CREATION_FIGURE_ATHLETIC": "ATLETYCZNA"
"LOGO_SIZZURP": "Sizzurp 101.69"
"CUST_ITEM_CM_PSI_HAT_M_SRCAP": "CZAPECZKA ŚWIĘTYCH"
"PLAYER_MORPH_NOSE_TIP_TEXT": "CZUBEK NOSA"
"VEHICLE_COLOR_TEAL_DARK_TINT": "ODCIEŃ CIEMNEGO TURKUSU"
"CUST_COLOR_GRAY_1": "SZARY 1"
"VCUST_UNDERGLOW_COLOR": "KOLOR PODŚWIETLENIA"
"CUST_GANG_NUDE": "NAGO"
"CUST_COLOR_CLOTHING_RED-ORANGE_6": "CZERWONOPOMARAŃCZOWY 6"
"COLOR_SLOT_TINT": "PRZYCIEMNIENIE"
"CUST_VARIANT_TRENCH": "JEDNOLITE"
"CUST_ITEM_LEATHER_LACE_MALE_I": "SZOSOWY BUC"
"CUST_ITEM_CM_HAT_CARDINAL_HAT": "CZAPKA KARDYNALSKA"
"CUST_MENU_LOGO_COLOR": "KOLOR LOGO"
"CUST_COLOR_CLOTHING_BLUE-GREEN_6": "NIEBIESKOZIELONY 6"
"CUST_COMP_EYES_BLACK": "CZARNE"
"SLOT_HEADLIGHTS": "PRZEDNIE REFLEKTORY"
"CUST_VARIANT_MATERIAL_15": "CUST_VARIANT_MATERIAL#15"
"CUST_ITEM_CM_LPC_FOOT_M_HEROBOOTS": "BUTY BOHATERA STEELPORT"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_2": "Zwiększa szybkostrzelność, wielkość magazynka i obrażenia. Celownik kolimatorowy zwiększa celność ostrzału."
"CUST_VARIANT_JEANS": "NORMALNE"
"CUST_VARIANT_STRIPE_2": "POZIOME PASY"
"CUST_WEAR_LOW_BOTH_ZIPPED": "NISKO"
"CUST_ITEM_IMPRESSIONS_MALE_M": "SOUTH BEACH"
"CUST_ITEM_CM_HATHAIR_PULLEDPONYTAIL": ""
"NOBODY_LOVE_NAME": "NIKT MNIE NIE KOCHA"
"CUST_COLOR_CLOTHING_GREENS_1": "ZIELONY 1"
"CUST_COMP_FACE_SCAR_5": "MAŁA BLIZNA 1"
"CUST_COMP_MUSTACHE_9": "INSPEKTOR"
"FEMALE_SLENDER": "KOBIETA - SZCZUPŁA"
"CUST_VARIANT_FLAT_TOP_SHORT_SIDES": "PŁASKI TOP KRÓTKIE BOKI"
"CUST_ITEM_CF_RING_F_LDYBUG_SPIDER": "PIERŚCIONKI Z ROBALAMI"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2D": "GOLF \"MIEJSKIE SAFARI\""
"CUST_SKIN_BLUE_1": "PODZIEMNY ELF"
"CUST_COMPLIMENT_Z": "KCIUK W GÓRZE"
"IRIDESCENT_3": "OPALIZUJĄCY 3"
"DARK_YELLOW": "CIEMNOŻÓŁTE"
"PLAYER_MORPH_EARS_ROLL_TEXT": "OBRÓCENIE USZU"
"PLAYER_MORPH_LIP_NOTCH_TEXT": "ROWEK W WARDZE"
"PLAYER_MORPH_JOWLS_TEXT": "OBWISŁE POLICZKI"
"CUST_COLOR_CLOTHING_RED_3": "CZERWONY 3"
"RIM_190": "C-X 504 ZIELONO-CZARNY"
"LOGO_CAVE_3": "JASKINIA ZJAW 3"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_SUSPENDERS": "Bardzo wysokie spodnie, szelki"
"CUST_BODY_MASK": "KARNACJA"
"CUST_COLOR_CLOTHING_YELLOWS_8": "ŻÓŁTY 8"
"CUST_TATTOO_RUPPARM_8": "WRZUĆ PRZYNĘTĘ DO WODY"
"COLOR_SLOT_RIMS_2": "FELGI 1"
"SLOT_WEAPONS": "BROŃ"
"CUST_COLOR_ORANGE_3": "POMARAŃCZOWY 3"
"CUST_WEAR_TATTOO_SAM_DESIGN1": "KRÓJ SAMA 1"
"CUST_WEAR_BUTTONED_HOOD_UP": "ZAPIĘTA, PODNIESIONY KAPTUR"
"CUST_ITEM_ZIMOS_BLING_PACK": "STYL Z"
"CUST_COLOR_STRAWBERRY_BLONDE": "RUDOBLOND"
"LOGO_FRECKLE_1": "U PIEGOWATEJ DZIWKI 1"
"CUST_VARIANT_JERSEY": "STYL 1"
"CUST_ITEM_CF_DLC_SPACE_HAND_F_GLOVES": "RĘKAWICE KOSMICZNEJ KSIĘŻNICZKI"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHRTBTTNS": "MODNIŚ"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_D": "MĘSKI D \"UDAWAJMY\""
"CUST_CAT_HAIR_FACIAL": "ZAROST"
"CUST_SAMEDI_TAUNT_A": "DRWINA SAMEDI 1"
"SLOT_HYDRAULICS": "HYDRAULIKA"
"HAIR_COLOR_STRAWBERRY_BLONDE_MATTE": "MATOWY RUDOBLOND"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBODOWN": "BLUZA \"OBIBOK\""
"CUST_INSULT_HOOK": "PRAWY SIERPOWY"
"CUST_MENU_HAIR": "WŁOSY"
"CUST_COMP_EYES_GREEN": "ZIELONE"
"CUST_TATTOO_LFORARM_8": "PRZYCIĘTE SKRZYDŁO"
"COMPONENT_OPTION_E": "OPCJA E (NIE POWINNA BYĆ UŻYWANA)"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_I": "LEGENDA HIP HOPU"
"CUST_CAT_MAKEUP_AROUND_EYES": "WOKÓŁ OCZU"
"CUST_SAMEDI_COMPLIMENT_D": "KOMPLEMENT SAMEDI 4"
"VEHICLE_COLOR_CAST_IRON": "ŻELIWO"
"CUST_ITEM_IMPRESSIONS_FEMALE_Q": "KOSZMAR Z LAT 80."
"CUST_ITEM_FEMALE_LP_BRA_2": "NAPRAWDĘ JADOWITA"
"CUST_SKIN_RED_YELLOW_5": "ŻÓŁTACZKOWA"
"CUST_SKIN_METAL_2": "RTĘCIOWA"
"CUST_COMP_FACE_MAKEUP_11": "ŚRODEK TARCZY"
"LOGO_HHH": "KASK Z KUDŁÓW"
"CUST_VARIANT_BLURRY": "ROZMAZANE"
"CUST_WEAR_OPEN": "OTWARTE"
"CUST_ITEM_CM_DLC_M_GLASSES01": "ALFONSOWIZOR \"STYL Z\""
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_H": "GANGSTERKA"
"CUST_CAT_LEFT_HAND": "LEWA RĘKA"
"PLAYER_MORPH_EYEBALLS_ELEVATION_TEXT": "WYSOKOŚĆ GAŁEK OCZNYCH"
"PLAYER_MORPH_CHEEK_WIDTH_TEXT": "SZEROKOŚĆ POLICZKA"
"CUST_COLOR_CLOTHING_RED_7": "CZERWONY 7"
"RIM_194": "AF1 MONOBLOCK CX 502"
"SLOT_WINDOW_GUARD": "OWIEWKI"
"CUST_VARIANT_MATERIAL_#172": "NORMALNE"
"CUST_COMP_FACE_WART_2": "BRODAWKA 2"
"SLOT_MISC_COLOR": "Inne kolory"
"CUST_VARIANT_FOREST_CAMO": "LEŚNY KAMUFLAŻ"
"CUST_ITEM_FEMALE_LP_EARRINGS_4": "KOLCZYKI \"OBCY ISTNIEJĄ\""
"CUST_ITEM_CM_PSJ_UBDY_M_BDSHIRTVEST": "KAMIZELKA Z DZIANINY I KOSZULA"
"CUST_ITEM_THREE_QUARTER_T_SHIRT": "ZAKRĘCONE ZAWIJASY"
"CUST_ITEM_LEFT_UPPER_ARM_GEISHA_02": "BANDAŻE NOKAUTU"
"STORE_WEAPON_OWNED": "POSIADANE"
"CUST_COMP_EYES_YELLOW": "ŻÓŁTE"
"CUST_VARIANT_CMCOA_UCOPVEST1": "POLICJA"
