"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_ITEM_CF_LLI_EYES_F_SUNGLASSES": "CREEPER GLASSES"
"CUST_ITEM_CM_HAIR_WILDMESSY2": "HARD ROCK"
"CUST_ITEM_CF_PSE_FOOT_F_STRAPPYSANDLES": "POLE DANCER HEELS"
"CUST_SKIN_ASIAN_04": "ASIAN 4"
"CUST_EYELINER": "EYELINER"
"CUST_MORPH_CAT_EYES": "EYES"
"CUST_COLOR_CLOTHING_BLUES_8": "BLUE 8"
"SLOT_DOORS": "DOORS"
"LOGO_BALANCE_1": "BALANCE 1"
"CUST_ITEM_LEATHER_LACE_MALE_A": "LEATHER AND LACE SUIT"
"CUST_ITEM_CM_NLMD_UBDY_M_JACKETCOMBO": "PUNKER ANARCHY JACKET"
"PLAYER_MORPH_EYE_HEIGHT_TEXT": "EYE HEIGHT"
"SLOT_TORQUE": "TORQUE"
"LOGO_SCORPION": "SCORPION"
"CUST_VARIANT_THICK_STRIPES": "THICK STRIPES"
"CUST_VARIANT_PLAID_BIG": "PLAID 2"
"CUST_ITEM_CM_JOY_UBDY_THECODE": "JOYSTICK JUNKIES CODE CONTROL"
"CUST_ITEM_CF_LPC_LBDY_F_FEMHEROLEGS": "STEELPORT HEROINE TIGHTS"
"CUST_SKIN_CAUCASIAN_05": "CAUCASIAN 5"
"EXIT": "EXIT"
"BRIGHT_BLUE-GREEN": "BRIGHT BLUE-GREEN"
"CUST_VARIANT_LETTERMANSTYLE": "STYLE 1"
"CUST_VARIANT_CMUNS_UTSHIRT04_U": "STYLE 2"
"CUST_ITEM_CM_RADIATIONMASK": "NUCLEAR MELTDOWN MASK"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEDOWN": "WAKE AND BAKE HOODIE"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_5": "VIOLET BLUE 5"
"SLOT_CHASSIS": "CHASSIS"
"CUST_VARIANT_MATERIAL__1": "CUST_VARIANT_MATERIAL_#1"
"CUST_WEAR_LOW_LEFT_ZIPPED_RIGHT_UNZIPPED": "RIGHT UNZIPPED, LOW"
"CUST_ITEM_IMPRESSIONS_MALE_E": "SAFARI TOUR GUIDE"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRTTIE": "ALL CLEANED UP"
"CUST_ITEM_CF_HAIR_PUNKSHAVEDSIDES": "PUNK ROCK"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEUP": "HOODIE UP WITH SHIRT AND TIE"
"CUST_CAT_BODY_HAIR": "BODY HAIR"
"CUST_COMPLIMENT_ZZ": "HEAD NOD"
"PLAYER_MORPH_TIPS_SPACING_TEXT": "TIP SPACING"
"CUST_COLOR_CLOTHING_GREENS_9": "GREEN 9"
"CUST_TATTOO_STOMACH_7": "THE ACE OF DEATH"
"CUST_COMP_MUSTACHE_1": "CHEVRON"
"RIM_202": "RBP R96 CUSTOM PURPLE"
"LOGO_ROUNDHOUSE": "ROUNDHOUSE"
"LOGO_REAPER": "REAPER"
"CUST_COMPLIMENT_R": "THE JESSICA"
"CUST_WPN_UPGRADE_DESC_SPECIAL_RCGUN_4": "Control military vehicles."
"VEHICLE_PAINT_PEARLESCENT_PAINT": "PEARLESCENT PAINT"
"HAIR_COLOR_BLONDE_MATTE": "BLONDE MATTE"
"CUST_COLOR_ROSE_3": "ROSE 3"
"LOGO_NUMBER11": "NUMBER 11"
"CUST_ITEM_CM_LPG_MASK_M_MASKPIG": "THE SQUEALER"
"CUST_CAT_PIERCING_NOSE": "NOSE"
"PLAYER_MORPH_UPPER_LIP_SHAPE_TEXT": "UPPER LIP SHAPE"
"CUST_VOICE_FEMALE_LATINO": "FEMALE 3"
"CUST_COMP_EYES_PALE_BLUE": "PALE BLUE"
"RIM_SET_012": "RIM SET 12"
"CUST_VARIANT_STOCKINGS_1": "SOLID"
"CUST_VARIANT_3COLOR_THICK": "TRI-COLOR THICK"
"CUST_WEAR_UNTUCKED": "UNTUCKED"
"CUST_ITEM_CM_PSI_NECK_M_CHAINS": "FLEUR CHAIN"
"SLOT_FUZZY_DICE": "FUZZY DICE"
"CUST_WEAR_BOTH_ROLLED_LOW": "BOTH ROLLED, LOW"
"CUST_ITEM_CF_IMPR_LBDY_F_PANTS": "HILLS PANTS"
"CUST_ITEM_LEATHER_LACE_FEMALE_I": "PUNK ROCK STRIPPER"
"PLAYER_MORPH_JOWLS_SPACING_TEXT": "JOWL SPACING"
"CUST_COLOR_CLOTHING_VIOLET_3": "VIOLET 3"
"CUST_ITEM_CM_DLC_HAND_M_GPGLOVES": "MURDERTIME GLOVES"
"CUST_CAT_UPPER_BODY": "UPPER BODY"
"CUST_BRO_COMPLIMENT_B": "BROTHERHOOD COMPLIMENT 2"
"PLAYER_CREATION_AGE_YOUNG": "YOUNG"
"PLAYER_MORPH_TIPS_ELEVATION_TEXT": "TIP HEIGHT"
"PLAYER_CREATION_PRESET_HISPANIC": "HISPANIC"
"VEHICLE_COLOR_SLOW_BURN_RED": "SLOW BURN RED"
"CUST_VARIANT_PEACE": "PEACE"
"CUST_WEAR_ZIPPED_HOOD_DOWN": "ZIPPED, HOOD DOWN"
"CUST_ITEM_CF_RING_F_SHARKTOOTH": "SHARK BITE RING"
"CUST_ITEM_CM_LLB_SUIT_M_LTHR2": "BONDAGE SUIT"
"FACIAL_EXPRESSION_DEATH_A": "DEATH 1"
"CUST_ITEM_CF_IMPO_FOOT_M_PLTFRMS": "URBAN SAFARI PLATFORMS"
"CUST_ITEM_CF_NLMH_FOOT_F_SHAGBOOTSM": "PARTY TIME SHAG BOOTS"
"CUST_ITEM_CF_PSB_HAT_F_BASTILLECAP": "POET HAT"
"FACIAL_EXPRESSION_BLANK": "BLANK"
"PLAYER_MORPH_NOSE_ELEVATION_TEXT": "NOSE ELEVATION"
"CUST_COMP_MUSTACHE_22": "CHIN STRIP"
"VEHICLE_COLOR_RUST_BROWN": "RUST BROWN"
"SLOT_REAR_MODS": "REAR MODS"
"CUST_COLOR_TEAL_1": "TEAL 1"
"CUST_VARIANT_SQUARES": "SQUARES"
"CUST_WEAR_TUCKED_ZIPPED": "TUCKED, ZIPPED"
"CUST_ITEM_CM_PSC_FOOT_M_SNEAKERS": "HI-TOPS"
"PLAYER_MORPH_TEMPLE_WIDTH_TEXT": "TEMPLE WIDTH"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_2": "Increase ammo capacity. Grenades stick to what they hit."
"CUST_GANG_GIMP": "GIMP"
"CUST_ITEM_CM_DLC_HAT_M_KNIGHT": "KNIGHT HELMET"
"CUST_ITEM_CM_NLME_EYES_M_SUNGLASSES": "NETWORK SUNGLASSES"
"PLAYER_MORPH_MOUTH_EDGES_TEXT": "MOUTH EDGES"
"COLOR_SLOT_TRIM_3": "TRIM 3"
"LOGO_FLOWERS": "FLOWERS"
"COMPONENT_PAINT_1": "PAINT 1"
"CUST_WEAR_LOW": "LOW"
"CUST_ITEM_CF_LLR_NECK_F_IVORYCHOKER": "SEDUCTRESS CHOKER"
"CUST_CAT_HAIR_EYEBROWS": "EYEBROWS"
"CUST_EXIT_WARNING_TITLE": "WARNING"
"PLAYER_CREATION_FIGURE_ATHLETIC": "ATHLETIC"
"LOGO_SIZZURP": "Sizzurp 101.69"
"CUST_ITEM_CM_PSI_HAT_M_SRCAP": "SAINTS CAP"
"PLAYER_MORPH_NOSE_TIP_TEXT": "NOSE TIP"
"VEHICLE_COLOR_TEAL_DARK_TINT": "TEAL DARK TINT"
"CUST_COLOR_GRAY_1": "GRAY 1"
"VCUST_UNDERGLOW_COLOR": "UNDERGLOW COLOR"
"CUST_GANG_NUDE": "NUDE"
"CUST_COLOR_CLOTHING_RED-ORANGE_6": "RED ORANGE 6"
"COLOR_SLOT_TINT": "TINT"
"CUST_VARIANT_TRENCH": "SOLID"
"CUST_ITEM_LEATHER_LACE_MALE_I": "ROAD HOG"
"CUST_ITEM_CM_HAT_CARDINAL_HAT": "CARDINAL HAT"
"CUST_MENU_LOGO_COLOR": "LOGO COLOR"
"CUST_COLOR_CLOTHING_BLUE-GREEN_6": "BLUE GREEN 6"
"CUST_COMP_EYES_BLACK": "BLACK"
"SLOT_HEADLIGHTS": "HEADLIGHTS"
"CUST_VARIANT_MATERIAL_15": "CUST_VARIANT_MATERIAL#15"
"CUST_ITEM_CM_LPC_FOOT_M_HEROBOOTS": "STEELPORT HERO BOOTS"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_2": "Increase rate of fire, clip size and damage. Red dot sight improves fine-aim accuracy."
"CUST_VARIANT_JEANS": "NORMAL"
"CUST_VARIANT_STRIPE_2": "HORIZONTAL STRIPES"
"CUST_WEAR_LOW_BOTH_ZIPPED": "LOW"
"CUST_ITEM_IMPRESSIONS_MALE_M": "SOUTH BEACH"
"CUST_ITEM_CM_HATHAIR_PULLEDPONYTAIL": ""
"NOBODY_LOVE_NAME": "NOBODY LOVES ME"
"CUST_COLOR_CLOTHING_GREENS_1": "GREEN 1"
"CUST_COMP_FACE_SCAR_5": "SMALL SCAR 1"
"CUST_COMP_MUSTACHE_9": "INSPECTOR"
"FEMALE_SLENDER": "FEMALE SLENDER"
"CUST_VARIANT_FLAT_TOP_SHORT_SIDES": "FLAT TOP SHORT SIDES"
"CUST_ITEM_CF_RING_F_LDYBUG_SPIDER": "BUGGIN' OUT RINGS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2D": "URBAN SAFARI WITH TURTLE NECK"
"CUST_SKIN_BLUE_1": "UNDERGROUND ELF"
"CUST_COMPLIMENT_Z": "THUMBS UP"
"JEWELRY2_NAME": "BLING BLING"
"IRIDESCENT_3": "IRIDESCENT 3"
"DARK_YELLOW": "DARK YELLOW"
"PLAYER_MORPH_EARS_ROLL_TEXT": "EAR ROLL"
"PLAYER_MORPH_LIP_NOTCH_TEXT": "LIP NOTCH"
"PLAYER_MORPH_JOWLS_TEXT": "JOWLS"
"CUST_COLOR_CLOTHING_RED_3": "RED 3"
"RIM_190": "C-X 504 GREEN-BLACK"
"LOGO_CAVE_3": "PHANTOM CAVE 3"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_SUSPENDERS": "E. High Pants, Suspenders"
"CUST_BODY_MASK": "BODY MASK"
"CUST_COLOR_CLOTHING_YELLOWS_8": "YELLOW 8"
"CUST_TATTOO_RUPPARM_8": "CHUM THE WATERS"
"COLOR_SLOT_RIMS_2": "RIMS 1"
"SLOT_WEAPONS": "WEAPONS"
"CUST_COLOR_ORANGE_3": "ORANGE 3"
"CUST_WEAR_TATTOO_SAM_DESIGN1": "SAM DESIGN 1"
"CUST_WEAR_BUTTONED_HOOD_UP": "BUTTONED, HOOD UP"
"CUST_ITEM_ZIMOS_BLING_PACK": "Z STYLE"
"CUST_COLOR_STRAWBERRY_BLONDE": "STRAWBERRY BLONDE"
"LOGO_FRECKLE_1": "FRECKLE BITCHS 1"
"CUST_VARIANT_JERSEY": "STYLE 1"
"CUST_ITEM_CF_DLC_SPACE_HAND_F_GLOVES": "SPACE PRINCESS GLOVES"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHRTBTTNS": "MOD MALE"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_D": "LETS PRETEND MALE D"
"CUST_CAT_HAIR_FACIAL": "FACIAL HAIR"
"CUST_SAMEDI_TAUNT_A": "SAMEDI TAUNT 1"
"SLOT_HYDRAULICS": "HYDRAULICS"
"HAIR_COLOR_STRAWBERRY_BLONDE_MATTE": "STRAWBERRY BLONDE MATTE"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBODOWN": "LAZY BUM HOODIE"
"CUST_INSULT_HOOK": "RIGHT HOOK"
"CUST_MENU_HAIR": "HAIR"
"CUST_COMP_EYES_GREEN": "GREEN"
"CUST_TATTOO_LFORARM_8": "CLIPPED WING"
"COMPONENT_OPTION_E": "OPTION E (SHOULD NOT BE USED)"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_I": "HIP HOP LEGEND"
"CUST_CAT_MAKEUP_AROUND_EYES": "AROUND EYES"
"CUST_SAMEDI_COMPLIMENT_D": "SAMEDI COMPLIMENT 4"
"VEHICLE_COLOR_CAST_IRON": "CAST IRON"
"CUST_ITEM_IMPRESSIONS_FEMALE_Q": "80'S GONE WRONG"
"CUST_ITEM_FEMALE_LP_BRA_2": "TRULY VENOMOUS"
"CUST_SKIN_RED_YELLOW_5": "SICKLY YELLOW"
"CUST_SKIN_METAL_2": "MERCURY"
"CUST_COMP_FACE_MAKEUP_11": "BULLSEYE"
"LOGO_HHH": "HAIR HELMET HATS"
"CUST_VARIANT_BLURRY": "BLURRY"
"CUST_WEAR_OPEN": "OPEN"
"CUST_ITEM_CM_DLC_M_GLASSES01": "Z STYLE PIMP VISION"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_H": "GANGSTA GIRL"
"CUST_CAT_LEFT_HAND": "LEFT HAND"
"PLAYER_MORPH_EYEBALLS_ELEVATION_TEXT": "EYEBALL HEIGHT"
"PLAYER_MORPH_CHEEK_WIDTH_TEXT": "CHEEK WIDTH"
"CUST_COLOR_CLOTHING_RED_7": "RED 7"
"RIM_194": "AF1 MONOBLOCK CX 502"
"SLOT_WINDOW_GUARD": "WINDOW GUARDS"
"CUST_VARIANT_MATERIAL_#172": "NORMAL"
"CUST_COMP_FACE_WART_2": "WART 2"
"SLOT_MISC_COLOR": "Misc. Color"
"CUST_VARIANT_FOREST_CAMO": "FOREST CAMO"
"CUST_ITEM_FEMALE_LP_EARRINGS_4": "ALIENS EXIST EARRINGS"
"CUST_ITEM_CM_PSJ_UBDY_M_BDSHIRTVEST": "SWEATER VEST AND SHIRT"
"CUST_ITEM_THREE_QUARTER_T_SHIRT": "TWIRLY ZINGZINGS"
"CUST_ITEM_LEFT_UPPER_ARM_GEISHA_02": "KNOCKOUT BANDAGES"
"STORE_WEAPON_OWNED": "OWNED"
"CUST_COMP_EYES_YELLOW": "YELLOW"
"CUST_VARIANT_CMCOA_UCOPVEST1": "POLICE"
"CUST_VARIANT_FLOWERS": "FLOWERS"
"CUST_WEAR_BACK LEFT": "BACK LEFT"
"VEHICLE_COLOR_PINK_DARK_TINT": "PINK DARK TINT"
"COLOR_SLOT_PAINT_1": "PAINT 1"
"COLOR_SLOT_INTERIOR_1": "INTERIOR 1"
"COMPONENT_OPTION_A": "OPTION A (SHOULD NOT BE USED)"
"CUST_NO_ITEMS": "NO LOGO"
"LOGO_VOLITION_3": "VOLITION 3"
"CUST_PRIMARY_COLOR": "PRIMARY COLOR"
"PLAYER_MORPH_SKULL_SIZE_TEXT": "SKULL SIZE"
"PLAYER_MORPH_LOWER_LIP_NOTCH_TEXT": "LOWER LIP NOTCH"
"OPTION_40": "OPTION 40"
"RIM_131": "R131"
"CUST_ITEM_CM_NLMC_UBDY_M_SHIRTCOMBO": "RAVE X KANDY KONSTRUCTION"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPUP": "WOMEN'S TRACK TOP UP"
"CUST_ITEM_WORKER_BOOTS": "BAD GIRL BOOTS"
"CUST_ITEM_PARACHUTE_BACKPACK": "ANIME KITTY"
"CUST_TATTOO_HEAD": "HEAD"
"PLAYER_MORPH_LOWER_LIP_SIDES_SIZE_TEXT": "LOWER LIP SIDE SIZE"
"CUST_VARIANT_FLOWER": "FLOWERED"
"CUST_SKIN_RED_YELLOW_1": "DEVILISH RED"
"VEHICLE_COLOR_STEEL": "STEEL"
"CUST_VARIANT_STRIPES_BIG": "BIG STRIPES"
"CUST_VARIANT_BAGGAGE": "BAGGAGE"
"CUST_ITEM_CM_PSF_UBDY_M_JERSEY23": "MENS FREE THROW JERSEY"
"VEHICLE_PAINT_SPECIAL_PLASTIC": "SPECIAL PLASTIC"
"SLOT_FENDER_SKIRT": "FENDER SKIRT"
"SLOT_DASH": "DASH"
"CUST_VARIANT_CMBOT_WSLACKME01": "SOLID"
"CUST_VARIANT_PLAID_SMALL": "PLAID 1"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-UP": "MARSHMALLOW COAT"
"PLAYER_MORPH_LOWER_LIP_MIDDLE_SIZE_TEXT": "LOWER LIP MIDDLE SIZE"
"CUST_COLOR_CLOTHING_BLUES_4": "BLUE 4"
"CUST_COLOR_CLOTHING_RED-ORANGE_2": "RED ORANGE 2"
"VEHICLE_COLOR_TRUMPET_YELLOW": "TRUMPET YELLOW"
"CUST_VARIANT_TRACK_A": "STYLE 4"
"CUST_VARIANT_TRIANGLE": "TRIANGLE"
"CUST_VARIANT_POLICE_CHIEF": "CHIEF BADGE"
"CUST_ITEM_CM_NECK_ROPECHAIN": "LIGHT CHAIN"
"CUST_ITEM_CM_LPE_HAND_M_GLOVESCOMB": "FUTURE SOLDIER GLOVES"
"VEHICLE_COLOR_TOBIAS_FUR_WHITE": "TOBIAS FUR WHITE"
"SLOT_DECAL_4": "DECAL 4"
"CUST_VARIANT_PIMPCOAT_COAT": "PLAIN"
"CUST_ITEM_CM_DLC_HEAD_M_SHARKHAT": "SHARK BITE HAT"
"FACIAL_EXPRESSION_DISGUSTED": "DISGUSTED"
"VEHICLE_COLOR_TANGERINE_ORANGE": "TANGERINE ORANGE"
"CUST_VARIANT_FLAME": "FLAME"
"CUST_WEAR_BOTH_ROLLED_UP": "BOTH ROLLED UP"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2C": "URBAN SAFARI 3/4 LENGTH T SHIRT"
"CUST_ITEM_CM_LPG_MASK_M_MASKDOG": "DOGGY STYLE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_2": "BLUE GREEN 2"
"CUST_WPN_UPGRADE_DESC_GRENADE_ELECTRIC_4": "Grenade sticks to whatever it hits."
"VEHICLE_COLOR_SLATE_GRAY": "SLATE GRAY"
"VEHICLE_COLOR_KHAKI_GREEN": "KHAKI GREEN"
"VEHICLE_COLOR_HOT_PINK": "HOT PINK"
"CUST_VARIANT_CLOUDS": "CLOUDS"
"CUST_ITEM_CM_RADIATIONSUIT": "BURNIN' FOR YOU"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "GO TEAM! SWEATER"
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "PIRATE'S BOUNTY"
"CUST_INSULT_Q": "EFF YOU"
"CUST_COLOR_CLOTHING_GREENS_5": "GREEN 5"
"CUST_COMP_FACE_SCAR_1": "LARGE SCAR 1"
"CUST_COMP_MALE_EYEBROWS": "THE NATURAL MALE"
"SLOT_LICENSE_PLATE": "LICENSE PLATE"
"LOGO_UNIVERSITY_2": "STILWATER U 2"
"CUST_CAT_HAIR_HEAD": "HEAD"
"CUST_SKIN_BLUE_5": "FROZEN BLUE"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "OUTER BROW HEIGHT"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_9": "VIOLET BLUE 9"
"VEHICLE_PAINT_GANG_SOS": "SONS OF SAMEDI"
"CUST_VARIANT_SHIRT_A": "STYLE 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "POCKET ROCKET BOOTS"
"CUST_ITEM_CF_LPE_HAT_F_MHELMET": "YOUNG SOLDIER"
"CUST_INSULT_E": "FOURTH GRADE"
"CUST_BODY": "BUILD"
"PLAYER_MORPH_NOSE_TEXT": "NOSE"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_4": "Incendiary bullets turn up the heat. Laser sight improves hip-firing accuracy."
"CUST_COMP_FINGERNAILS_L": "NAIL POLISH  "
"CUST_TATTOO_RCALF_6": "SHE DEVIL"
"CUST_TATTOO_LARM_1": "DEMON SAINT"
"CUST_TATTOO_LUPPARM_3": "MAN IN THE SUN"
"CUST_COMP_FEMALE_EYEBROWS_1": "OVERPLUCKED"
"CUST_VARIANT_FLAME_2": "FLAME 2"
"CUST_VARIANT_CHECKERS": "CHECKERS"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "LEATHER"
"CUST_VARIANT_STRIPES_3": "STRIPES 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "UPPER RIGHT LEG"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "ENTIRE LEFT ARM"
"LOGO_TUX": "TUXEDO"
"CUST_VARIANT_RIVET": "RIVET"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "JERSEY GIRL HOOPS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "CHEER CAPTAIN"
"CUST_COMPLIMENT_J": "THE JENKINS"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "EAR WIDTH"
"PLAYER_MORPH_EYES_TEXT": "EYES"
"CUST_COMP_EYE_MAKEUP_9": "EVERYDAY LINER"
"VEHICLE_COLOR_ALLOY": "ALLOY"
"VEHICLE_COLOR_FURIOUS_ORANGE": "FURIOUS ORANGE"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "GHOST 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "L. Unzipped, R. Rolled, High"
"PRESET_WARNING_BODY2": "You will lose all the changes you have made.\nThis action cannot be reverted.\n\nContinue?"
"CUST_COLOR_GRAY": "GRAY"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "LOWER LID SLANT"
"CUST_TATTOO_RFORARM_3": "THIEF IN LAW"
"CUST_COMP_FACE_BLOODY_SMEAR": "BLOOD FEAST"
"CUST_COMP_FACE_MOLE_2": "MOLE 2"
"VEHICLE_COLOR_PINK_SALMON": "PINK SALMON"
"CUST_ITEM_STAG_OUTFIT": "STAG OUTFIT"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "WOMEN'S TRACK TOP DOWN"
"CUST_CAT_HAT": "HATS"
"CUST_SKIN_GREY_2": "SLATE GREY"
"COMPONENT_ADD_REINFORCED_FRAME": "REINFORCED FRAME"
"CUST_VARIANT_PECTORAL_COLORS": "BLOCKS"
"CUST_WEAR_ZIPPED": "ZIPPED"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "STEAMPUNK FIGHTER"
"CUST_ITEM_SWAT_PANTS": "GIRL FIGHT TIGHTS"
"PLAYER_CREATION_AGE_OLD": "OLD"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "JAW HEIGHT"
"VEHICLE_PAINT_GLOSS_PAINT": "GLOSS PAINT"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "SOUTH BEACH AVIATORS"
"CUST_SKIN_GREEN_2": "PUTRID GREEN"
"CUSTOM_WALK_9": "THUG STYLE 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "UPPER EYELID CURVE"
"VEHICLE_COLOR_TINT_70": "TINT 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "WHITE GOLD"
"CUST_VARIANT_PLASTIC": "PLASTIC"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "HIGH"
"CUST_TATTOO_TORSO_FRONT": "WHOLE FRONT"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "BLOODY CANONESS"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "PUFFER COAT"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Throw farther."
"CUST_COMP_EYES_PURPLE": "PURPLE"
"CUST_COLOR_BRIGHT_PINK": "BRIGHT PINK"
"COMPONENT_CHASSIS": "COMPONENT CHASSIS"
"LOGO_MECH_1": "MECH 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "EAR PITCH"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "YELLOW GREEN 2"
"CUST_TATTOO_CHEST_1": "SIX-SHOOTERS"
"CUST_COMP_TEST_EYE_MAKEUP": "LATE NIGHT"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "GREEN LIGHT TINT"
"COLOR_SLOT_TRIM_AND_RIMS": "TRIM AND RIMS"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "OG SWEATSHIRT UP"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "BAD COP EARRINGS"
"CUST_ITEM_WOMEN'S_BRA_3": "STREET COMFORT BRA"
"CUST_COMP_FACE_BANDAGE_2": "FOREHEAD BANDAGE"
"VEHICLE_COLOR_TINT_100": "TINT 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "MUSCLE SHIRT TUCKED"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "CROOKS & CASTLES SNEAKERS"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "HAPPY RAVER PANTZ"
"PLAYER_CREATION_MENU_6": "SKIN"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "YELLOW ORANGE 7"
"CUST_TATTOO_LHAND_5": "BONED"
"CUST_COLOR_INDIGO_1": "INDIGO 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "SMALL POLKA DOT"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION 3RD STREET"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "KICKSTAND PANTS"
"CUST_MORPH_CAT_EARS": "EARS"
"CUST_COMP_EYES_CAT_GREEN": "GREEN CAT"
"VEHICLE_COLOR_DYNASTY_BLUE": "DYNASTY BLUE"
"SLOT_RIMS_REAR": "REAR RIMS"
"COMPONENT_DECAL_8": "DECAL 8"
"PAINT_2": "PAINT 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "MOVEMENT STYLE"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "BROWN LIGHT TINT"
"SLOT_WINDOWS": "WINDOWS"
"CUST_VARIANT_CRAZY_JACKET_TEST": "TEST CRAZY JACKET"
"CUST_WEAR_NORMAL_HIGH": "NORMAL, HIGH"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "BIKER GLOVES"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CRO-MAGNON"
"VEHICLE_COLOR_COCONUT_TAN": "COCONUT TAN"
"DARK_PURPLE": "DARK PURPLE"
"CUST_VARIANT_TAPE": "TAPE"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "PEEP TOE HEELS"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "SHOW OFF YOUR GUNS ARMBAND"
"CUST_RONIN_TAUNT_C": "RONIN TAUNT 3"
"CUST_PRESET_RACE": "RACE"
"PLAYER_MORPH_EARS_PITCH_TEXT": "EAR ANGLE"
"CUST_COLOR_CLOTHING_ORANGE_4": "ORANGE 4"
"SLOT_BUMPERS": "BUMPERS"
"CUST_VARIANT_TRIM": "TRIM"
"CUST_RACE_WHITE": "WHITE"
"FACIAL_EXPRESSION_EVIL": "EVIL"
"CUST_VARIANT_VERT_STRIPES": "VERTICAL STRIPES"
"CUST_VARIANT_SEMI_GLOSS": "SEMI-GLOSSY"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "MULTICOLOR MEDIUM"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "HIGH PANTS, SUSPENDERS"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "ALTAR BOY CASSOCK"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "BIKER JACKET"
"MALE_HUGE": "MALE HUGE"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "NETWORK COMBAT BOOTS"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "GIRLS BEST FRIEND RIGHT"
"CUST_MORPH_CAT_FOREHEAD": "FOREHEAD"
