"CUST_ITEM_CF_HAIR_MED": "ДО ПЛЕЧ"
"CUST_WEAR_TUCKED_BUTTONED_LOW_PANT_NO_SUSPENDERS_TIE": "ЗАПРАВЛЕННЫЙ, ЗАСТЕГНУТЫЙ, С ОПУЩЕНЫМ НИЗОМ, БЕЗ ПОДТЯЖЕК, С ГАЛСТУКОМ"
"CUST_ITEM_CF_LLI_RWRST_F_WRISTBAND": "БРАСЛЕТ"
"CUST_ITEM_FEMALE_LL_BRA_5": "ПРИКРОЙ СОСКИ"
"CUST_ITEM_CM_PSI_FOOT_M_COLSNEAKERS": "КРОССОВКИ СВЯТЫХ"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_7": "ИНДИГО 7"
"SLOT_KNEECAPPERS_DESC": "Если на ваших колесах установлены выдвижные лезвия, вы можете наносить урон машинам и пешеходам, просто проезжая рядом."
"CUST_VARIANT_TRACK_PANTS": "ОДНОТОННЫЙ"
"CUST_ITEM_CM_IMPL_FOOT_M_DSREPTILESHS": "МУЖСКИЕ МОДЕЛЬНЫЕ БОТИНКИ"
"PLAYER_MORPH_TIPS_SIZE_TEXT": "РАЗМЕР КОНЧИКА"
"PLAYER_MORPH_CHIN_LENGTH_TEXT": "ДЛИНА ПОДБОРОДКА"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_4": "Увеличивается урон."
"CUST_TATTOO_STOMACH_5": "СТРАНА ЛЕТУЧИХ МЫШЕЙ"
"CUST_COMP_MUSTACHE_3": "УСЫ КОПА"
"RIM_200": "RBP STRIKER 3 PIECE"
"SLOT_HUBCAPS_FRONT": "ПЕРЕДНИЕ КОЛПАКИ"
"CUST_COLOR_BRIGHT_RED": "ЯРКО-РЫЖИЙ"
"LOGO_FIST": "КУЛАК"
"CUST_ITEM_CM_PSD_LBDY_M_SKINNYSLACKS": "ТЕМНЫЕ ШТАНЫ В ОБТЯЖКУ"
"CUST_ITEM_CM_PSC_HAT_M_BCAP": "БЕЙСБОЛКА С ЛИЛИЕЙ"
"CUST_COMPLIMENT_P": "СЕРЕБРЯНАЯ ПУЛЯ"
"COMPONENT_ADD_SUSPENSION": "НАСТРОЙКА ПОДВЕСОК"
"SLOT_KNEECAPPERS": "НОГОРЕЗ"
"SLOT_SPEED_UPGRADE": "ПОВЫШЕНИЕ СКОРОСТИ"
"CUST_COLOR_ROSE_1": "РОЗОВЫЙ 1"
"CUST_VARIANT_HEARTS_BIG": "БОЛЬШИЕ СЕРДЦА"
"CUST_ITEM_CM_LPC_MASK_M_MASK": "МАСКА СУПЕР-ГЕРОЯ"
"VEHICLE_COLOR_TOREADOR_RED": "КРАСНЫЙ ТОРЕАДОР"
"RIM_SET_010": "НАБОР ОБОДОВ 10"
"CUST_VARIANT_THIN_STRIPES": "ТОНКИЕ ПОЛОСЫ"
"CUST_MENU_EXIT": "НАЧАТЬ ИГРУ"
"VEHICLE_COLOR_PLATINUM": "ПЛАТИНА"
"RIM_154": "LX-9"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATER2": "СВИТЕР ДИКОГО БЕГЛЕЦА"
"VEHICLE_PAINT_MATTE_PAINT": "МАТОВЫЙ РИСУНОК"
"SLOT_REINFORCED_FRAME_DESC": "Училенная рама позволяет вашему автомобилю выдержать куда больше повреждений, прежде чем взорваться и разлететься на мелкие куски."
"SLOT_ANTENNA": "АНТЕННЫ"
"CUST_VARIANT_SEMI_GLOSSY": "ПОЛУГЛЯНЕЦ"
"PLAYER_MORPH_FOREHEAD_ELEVATION_TEXT": "ВЫСОТА ЛБА"
"PLAYER_MORPH_CHEEKBONES_TEXT": "СКУЛЫ"
"COMPONENT_NONE": "НЕТ"
"CUST_VARIANT_MULTICOLOR_SMALL": "МАЛЕНЬКИЙ МНОГОЦВЕТНЫЙ"
"CUST_ITEM_CF_IMPR_UBDY_F_JTURTLENCK": "ПАРИЖСКИЙ СТИЛЬ \"ХИЛЛЗ\""
"PLAYER_MORPH_NOSE_HEIGHT_TEXT": "ВЫСОТА НОСА"
"SLOT_EXTRAS": "ЭКСТРА"
"Cornhole": "ХВОСТИКИ"
"STRAWBERRY_BLONDE": "КЛУБНИЧНО-БЕЛЫЙ"
"COLOR_SLOT_RIM_1": "ЦВЕТ ОБОДА 1 (НЕ ДОЛЖЕН ИСПОЛЬЗОВАТЬСЯ)"
"CUST_VARIANT_BADGELESS": "БЕЗ БЭДЖИКА"
"CUST_VARIANT_STRIPES": "ГОРИЗОНТАЛЬНЫЕ ПОЛОСЫ"
"VEHICLE_COLOR_PINK_LIGHT_TINT": "СВЕТЛО-РОЗОВАЯ ТОНИРОВКА"
"HAIR_COLOR_LIGHT_BROWN_MATTE": "СВЕТЛО-КОРИЧНЕВЫЙ МАТОВЫЙ"
"UNLOCALIZED_WHITE": "БЕЛЫЙ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_4": "СТРИНГИ \"ВАЛЕНТИНКА\""
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_1": "ЖЕНСКАЯ СТИЛЬНАЯ КУРТКА"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_2": "Увеличивается скорострельность. Электронный прицел повышает точность прицельной стрельбы."
"CUST_TATTOO_UPPBACK_2": "СКРЕЩЕННАЯ СМЕРТЬ"
"CUST_ITEM_CM_HAIR_DREADS": "МАРЛИ"
"CUST_ITEM_CM_PSE_FOOT_M_BOOTS": "РАБОЧИЕ БАШМАКИ"
"LOGO_SECTION9": "Секция 9"
"CUST_ITEM_CM_IMPB_UBDY_M_JDRSSHIRT": "ШИК И БЛЕСК"
"CUST_ITEM_FEMALE_NLM_OUTFIT_E": "ПРОСНИСЬ И ПОЙ"
"CUST_ITEM_OVAL_RING_1_LEFT_INDEX_FINGER": "ОБМОТКИ СМЕРТЕЛЬНОЙ БИТВЫ"
"PLAYER_MORPH_MOUTH_HEIGHT_TEXT": "ВЫСОТА РТА"
"STORE_WEAPON_BUY_UPGRADE": "КУПИТЬ/УЛУЧШИТЬ ОРУЖИЕ"
"CUST_COMP_EYE_MAKEUP_7": "КРЫЛЬЯ"
"HAIR_COLOR_ORANGE": "ОРАНЖЕВЫЙ"
"LOGO_NUMBER5": "НОМЕР 5"
"LOGO_KBOOM": "KBOOM WMD108"
"LOGO_SKEETERS_3": "МОСКИТЫ 3"
"CUST_VARIANT_PETALS": "ЛЕПЕСТКИ"
"LEATHER_LACE_NAME": "LEATHER & LACE"
"CUST_TATTOO_LCALF_7": "СПУСТИТЬ С ЦЕПИ"
"CUST_VARIANT_STRIPED_TIE": "В ПОЛОСКУ С ГАЛСТУКОМ"
"CUST_ITEM_CM_IMPL_UBDY_M_SCARF": "ШАРФ \"ПОДМОСТКИ\""
"CUST_ITEM_FEMALE_NLM_EARRINGS_5": "СЕРЕЖКИ \"ДЕВУШКА ДЖЕНКИ\""
"CUST_ITEM_CM_LLB_LWRST_M_LTHRWRISTBAND": "НАПУЛЬСНИК \"КОЖА И ШНУРОВКА\""
"CUST_ITEM_CF_PSA_FOOT_F_ANKLEBOOTS": "НЕ ОЧЕНЬ НЕВИННЫЕ БОТИНКИ"
"CUST_COMPLIMENT_D": "НИЧЕГО НЕОБЫЧНОГО"
"CUST_COLOR_CLOTHING_GREYS_5": "СЕРЫЙ 5"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_2": "Действует на большую площадь."
"CUST_COMP_CHEEK_MAKEUP_3": "МИМ"
"VEHICLE_PAINT_CANDY_PAINT": "РИСУНОК КОНФЕТ"
"CUST_VARIANT_15_DEFAULT": "СТИЛЬ 1"
"CUST_VARIANT_BASKETBALL_JERSEY": "В ПОЛОСКУ"
"CUST_VARIANT_HAT": "ПРОСТОЙ"
"PLAYER_MORPH_UPPER_LIP_NOTCH_TEXT": "ИЗРЕЗАННОСТЬ ВЕРХНЕЙ ГУБЫ"
"CUST_TATTOO_RCALF_8": "ЛИК СМЕРТИ"
"COLOR_SLOT_PAINT_1_AND_PAINT_2": "РИСУНОК 1 И РИСУНОК 2"
"RIM_129": "R129"
"SLOT_COCKPIT": "КАБИНА"
"CUST_WEAR_TATTOO_AZTEC_SNAKE": "ЗМЕЯ АЦТЕКОВ"
"CUST_SKIN_OILED_3": "НАМАСЛЕННЫЙ ЛАТИНОС 1"
"VEHICLE_COLOR_TINT_5": "КРАСКА 5%%"
"LOGO_89GENX": "89 GEN X"
"CUST_VARIANT_DUAL_STRIPES_SMALL": "МАЛЕНЬКИЕ ДВОЙНЫЕ ПОЛОСЫ"
"CUST_ITEM_CM_PSG_UBDY_M_TRACKJACKET": "КУРТКА ДЛЯ БЕГА"
"CUST_INSULT_K": "ПРИРОДНЫЙ МАЛЬЧИК"
"CUST_COLOR_CLOTHING_VIOLET-RED_5": "ПУРПУРНЫЙ 5"
"CUST_COLOR_CLOTHING_BROWNS_4": "КОРИЧНЕВЫЙ 4"
"CUST_COMP_MUSTACHE_13": "БОРОДА ПЭЙНА"
"COMPONENT_DECAL_6": "КАРТИНКА 6"
"CUST_VARIANT_3COLOR_THIN": "ТРИКОЛОР ТОНКИЙ"
"CUST_VARIANT_GRADIENT": "НАКЛОН"
"CUST_SKIN_BLACK_03": "НЕГР 3"
"PLAYER_MORPH_CHEEKBONES_DEPTH_TEXT": "ГЛУБИНА СКУЛ"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_9": "ЯНТАРНЫЙ 9"
"CUST_TATTOO_FACE_3": "ПЛЕМЕННОЙ УЗОР"
"PAINT_AND_TRIM": "РИСУНОК И НАКЛАДКИ"
"CUST_VARIANT_FRONT_STRIPES_SMALL": "МАЛЕНЬКИЕ ПОЛОСЫ СПЕРЕДИ"
"CUST_WEAR_TATTOO_AZTEC_BUG": "ЖУК АЦТЕКОВ"
"CUST_ITEM_CM_DLC_FOOT_M_PLATFORMS": "БОТИНКИ В СТИЛЕ ЗЕД"
"CUST_ITEM_CF_RING_F_BIGHEART": "НАБОР \"ИСТИННАЯ ЛЮБОВЬ\""
"CUST_EYESHADOW": "ТЕНИ ДЛЯ ГЛАЗ"
"CUSTOM_WALK_13": "БАНДИТСКИЙ СТИЛЬ 8"
"HAIR_SALON_HAIR_LENGTH": "ДЛИНА ВОЛОС"
"CUST_COMP_FACE_MAKEUP_4": "МАСКА ВОЙНЫ"
"CUST_COLOR_BRIGHT_YELLOW": "ЯРКО-ЖЕЛТЫЙ"
"CUST_VARIANT_21_DEFAULT": "ВАРИАНТ 21"
"CUST_SKIN_HISPANIC_04": "ЛАТИНОС 4"
"PLAYER_CREATION_PRESET_ASIAN": "АЗИАТ"
"CUST_TATTOO_RHAND_4": "П Р А В"
"LOGO_DART": "ДОСКА ДЛЯ ИГРЫ В ДАРТС"
"CUST_ITEM_CF_DLC_HAND_F_BCGLOVE": "ПЕРЧАТКИ КРОВАВОЙ МОНАШКИ"
"CUST_RONIN_COMPLIMENT_C": "ПОХВАЛА РОНИНОВ 3"
"CUST_CAT_HAIR_COLOR_EYEBROWS": "ЦВЕТ БРОВЕЙ"
"CUST_COMP_EYE_MAKEUP_10": "ГУСТАЯ ТУШЬ"
"SLOT_BED_MODS": "ДЕТАЛИ КУЗОВА"
"CUST_VARIANT_SKIRTB": "СТИЛЬ 2"
"CUST_VARIANT_ZEBRA_1": "ЗЕБРА 1"
"CUST_ITEM_CM_FPIC_SETC": "ДВОЙНОЙ ПИРСИНГ"
"PLAYER_MORPH_EYE_STYLE_TEXT": "ГЛАЗА"
"FACIAL_EXPRESSION_SCARED": "ИСПУГАННЫЙ"
"PLAYER_MORPH_CROWN_HEIGHT_TEXT": "ВЫСОТА МАКУШКИ"
"CUST_MENU_TOTAL_LIMIT_REACHED": "У вас максимум предметов в гардеробе."
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_2": "Быстрое прицеливание, увеличенный боекомплект."
"CUST_TATTOO_NECK_4": "ПРИВЕТ ИЗ АНТВЕРПЕНА"
"CUST_COMP_BODY_MASK_4": "ФЕРМЕРСКИЙ ЗАГАР"
"VEHICLE_COLOR_TINT_30": "ТОНИРОВКА 30%%"
"CUST_ITEM_IMPRESSIONS_FEMALE_O": "ГОРОДСКОЕ САФАРИ"
"CUST_ITEM_CM_IMPE_LBDY_M_DRESSPANTS": "СЛАКСЫ \"ВЫСОКИЙ КЛАСС\""
"FACIAL_EXPRESSION_QUIZZICAL": "ШУТЛИВЫЙ"
"PLAYER_MORPH_CHIN_TEXT": "ПОДБОРОДОК"
"LOGO_PMS": "ПИ МЮ СИГМА"
"CUST_VARIANT_THIN": "ТОНКИЙ"
"CUST_ITEM_COWBOY_HAT_1": "КОВБОЙСКАЯ ШЛЯПА"
"RIM_SET_006": "НАБОР ОБОДОВ 6"
"COMPONENT_OPTION_4": "ВАРИАНТ 4"
"COLOR_SLOT_RIM": "ОБОД"
"CUST_VARIANT_KNIT": "ВЯЗАННЫЙ"
"CUST_ITEM_CM_CNC_UBDY_M_WHTLOGOA": "ФУТБОЛКА \"CROOKS & CASTLES\" 4"
"CUSTOM_WALK_7": "БАНДИТСКИЙ СТИЛЬ 3"
"CUST_TATTOO_FACE_7": "ДВЕ ЗМЕИ"
"VEHICLE_COLOR_SILVER": "СЕРЕБРО"
"CUST_SKIN_PURPLE_4": "ЗНАТНЫЙ ПУРПУР"
"CUSTOM_WALK_FEMALE_02": "ЖЕНЩИНА 2 (ПО УМОЛЧАНИЮ)"
"CUSTOM_WALK_17": "БАНДИТСКИЙ СТИЛЬ 12"
"CUST_COLOR_CLOTHING_VIOLET-RED_1": "ПУРПУРНЫЙ 1"
"CUST_COMP_MUSTACHE_17": "ЧАК"
"OPTION_37": "ВАРИАНТ 37"
"COMPONENT_DECAL_2": "КАРТИНКА 2"
"CUST_VARIANT_SLEEVES": "ПРОСТОЙ"
"PLAYER_MORPH_EYE_FOLDS_ELEVATION_TEXT": "ОТДАЛЕНИЕ ГЛАЗ"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_8": "ЖЕЛТО-ЗЕЛЕНЫЙ 8"
"CUST_COMP_EYES_DARK_BROWN": "ТЕМНО-КОРИЧНЕВЫЙ"
"LOGO_PHEASANT": "ОХОТНИК НА ФАЗАНОВ"
"CUST_VARIANT_ULTOR2": "ULTOR 2"
"VEHICLE_PAINT_LICENSE_PLATES": "НОМЕРНЫЕ ЗНАКИ"
"HAIR_COLOR_GREEN_MATTE": "ЗЕЛЕНЫЙ МАТОВЫЙ"
"CUST_VARIANT_LARGE_STRIPES": "БОЛЬШИЕ ПОЛОСЫ "
"VEHICLE_COLOR_ATLANTIC_TEAL": "АТЛАНТИЧЕСКИЙ БИРЮЗОВЫЙ"
"CUST_WEAR_TUCKED": "ЗАПРАВЛЕННЫЙ"
"CUST_ITEM_IMPRESSIONS_FEMALE_K": "ВПЕЧАТЛЕНИЯ ЖЕН. K"
"CUST_ITEM_CM_CNC_UBDY_M_LOGOC": "ФУТБОЛКА \"CROOKS & CASTLES\" 3"
"CUST_MORPH_CAT_JAW": "ЧЕЛЮСТЬ"
"CUST_COMP_EYE_MAKEUP_14": "СФИНКС"
"SLOT_MIRRORS": "ЗЕРКАЛА"
"HAIR_COLOR_YELLOW_MATTE": "ЖЕЛТЫЙ МАТОВЫЙ"
"CUST_WEAR_UNZIPPED_HOOD_DOWN": "РАССТЕГНУТЫЙ, С ОПУЩЕННЫМ КАПЮШОНОМ"
"CUST_ITEM_CF_NLMF_FOOT_F_VICTORIANBOOTS": "СТИМПАНКОВСКИЕ СТАРОМОДНЫЕ САПОГИ"
"STORE_WEAPON_NAVIGATE": "ПЕРЕКЛЮЧЕНИЕ"
"SK03": "КОЖА03"
"CUST_VARIANT_SMALL_FLOWERS": "МАЛЕНЬКИЕ ЦВЕТЫ"
"CUST_WEAR_BUTTONED_HOOD_DOWN": "ЗАСТЕГНУТ, СО СПУЩЕННЫМ КАПЮШОНОМ"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOWV": "КУРТКА \"ХИЛЛЗ\" С ФУТБОЛКОЙ"
"CUST_ITEM_CM_NLME_UBDY_M_TCOATCOMBO": "СТРАТАГЕМА"
"CUSTOM_WALK_3": "БАНДИТСКИЙ СТИЛЬ 2"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_2": "Увеличивает количество ракет."
"CUST_TATTOO_LOWBACK_4": "КРИВЫЕ, ВЫСОКО"
"CUST_COLOR_FLESH_4": "ПЛОТЬ 4"
"CUST_WEAR_HALF OPEN": "ПОЛУОТКРЫТЫЙ"
"CUST_ITEM_CM_UBDY_M_THEROW": "ЧЛЕН БАНДЫ"
"CUST_ITEM_CM_HAIR_SHORT": "ВИЦЕ-ПРЕЗИДЕНТ"
"CUST_ITEM_MINER_HAT": "МАСКА СМЕРТЕЛЬНОЙ БИТВЫ"
"PLAYER_MORPH_FACE_DEPTH_TEXT": "ГЛУБИНА ЛИЦА"
"CUST_TATTOO_UPPBACK_6": "ГОЛУБИ МИРА"
"CUST_COMP_FACE_MOLE_8": "РОДИНКА 8"
"CUST_VARIANT_TWO_COLOR": "ДВУЦВЕТНЫЙ"
"CUST_VARIANT_LEATHERLEATHER": "ИЗ ДОРОГОЙ КОЖИ"
"CUST_COLOR_WHITE": "БЕЛЫЙ"
"CUST_ITEM_CM_PSJ_EYES_M_SHTRGLS": "КРУТЫЕ ОЧКИ"
"CUST_ITEM_CF_PSE_UBDY_F_GFXJERSEYCOMBO": "ЖЕНСКАЯ СПОРТИВНАЯ МАЙКА"
"PLAYER_MORPH_BROW_ELEVATION_TEXT": "подъем бровей"
"CUST_COMP_EYE_MAKEUP_3": "ПЯТНО СПРАВА"
"RIM_188": "C-X 502"
"SLOT_DECAL_10": "КАРТИНКА 10"
"BRIGHT_GREEN": "ЯРКО-ЗЕЛЕНЫЙ"
"LOGO_NUMBER1": "НОМЕР 1"
"LOGO_FEEDSUCK": "КОРМИТЬ СОБАК - ОТСТОЙ."
"CUST_ITEM_CF_PSG_LWRST_F_SBAND": "ЛЕНТА НА ГОЛОВУ"
"HAIR_CAT_BALD": "ЛЫСЫЙ"
"VEHICLE_COLOR_JET_BLACK": "ЧЕРНЫЙ ЯНТАРЬ"
"CUST_VARIANT_CLEAR": "БЕЗОБЛАЧНО"
"CUST_VARIANT_BAND": "ОКАЙМЛЕННЫЙ"
"CUST_ITEM_CF_IMPO_LBDY_F_SHORTS": "ШОРТЫ \"ГОРОДСКОЕ САФАРИ\""
"CUST_ITEM_CF_NLMD_LBDY_F_PANTS": "ХИПСТЕРСКИЕ ШТАНЫ"
"SURGEON_CAT_MORPHS": "МОРФА"
"CUST_COLOR_CLOTHING_GREYS_1": "СЕРЫЙ 1"
"VEHICLE_COLOR_YELLOW_DARK_TINT": "ТЕМНО-ЖЕЛТАЯ КРАСКА"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_ZIPPED": "ЛЕВЫЙ ЗАСТЕГНУТ, НИЗКО"
"CUST_WEAR_FINGER_LR": "ЛЕВЫЙ БЕЗЫМЯННЫЙ ПАЛЕЦ"
"CUST_TATTOO_RIGHT_SHOULDER": "ПРАВОЕ ПЛЕЧО"
"CUST_TATTOO_LCALF_3": "ПРОДОЛЖАЙ ПЛЫТЬ"
"LOGO_PEACE": "МИР"
"CUST_VARIANT_WIDOWS_PEAK": "ТРЕУГОЛЬНЫЙ ВЫСТУП НА ЛБУ"
"CUST_VARIANT_MATERIAL_9": "CUST_VARIANT_MATERIAL#9"
"CUST_ITEM_FEMALE_NLM_EARRINGS_1": "СЕРЕЖКИ \"ХИППИ\""
"PLAYER_CREATION_FIGURE_OVERWEIGHT": "ПОЛНЫЙ"
"PLAYER_MORPH_CROWN_LENGTH_TEXT": "ДЛИНА МАКУШКИ"
"CUST_INSULT_O": "КОСПЛЕЙ"
"CUST_MORPH_CAT_CHIN": "ПОДБОРОДОК"
"PLAYER_MORPH_CAUCASIAN_TEXT": "БЕЛЫЙ"
"STORE_WEAPON_OWNED_NOT_EQUIPPED": "{0} УРОВЕНЬ {1}"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_3": "Увеличивается скорострельность и урон."
"RIM_STANDARD": "СТАНДАРТНЫЙ"
"CUST_VARIANT_SMALL_3_STRIPES": "ТОНКИЕ ПОЛОСЫ"
"CUSTOM_WALK_FEMALE_5": "ЖЕНСКАЯ СПОРТИВНАЯ"
"CLOTHES_IMPRESS": "IMPRESSIONS"
"CUST_TATTOO_RHAND_8": "КИСТЬ_ТАТУ_П8"
"CUST_TATTOO_CHEST_3": "УНИВЕРСАЛЬНЫЙ МОЛЛЮСК"
"PAINT_TRIM_AND_RIMS": "РИСУНОК, ОБОД И НАКЛАДКИ"
"RIMS_AND_TRIM": "ОБОД И НАКЛАДКИ"
"CUST_ITEM_CM_LPE_PACK_M_MBACKPACK": "РЮКЗАК ИМПЕРИИ"
"FACIAL_EXPRESSION_INSANE": "ЧОКНУТЫЙ"
"CUST_COMP_FACE_MAKEUP_8": "ЛЕОПАРД"
"LOGO_BAT_1": "ЛЕТУЧАЯ МЫШЬ 1"
"CUST_VARIANT_BELT": "ПРОСТОЙ"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_5": "МАЛЕНЬКИЕ КОЛЕЧКИ"
"CUST_ITEM_CF_IMPQ_WRST_F_LATEXBRACE": "ЭФФЕКТНЫЙ ЛАТЕКСНЫЙ БРАСЛЕТ"
"CUST_COMPLIMENT_KING": "КОРОЛЬ"
"CUST_MENU_MOVEMENT": "ЛИЧНОСТЬ"
"CANT_WEAR_BELTS": "РЕМНИ МОЖНО НОСИТЬ ТОЛЬКО С ПОДХОДЯЩИМИ ШТАНАМИ."
"PLAYER_CREATION_MENU_4": "ВОЛОСЫ"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_5": "ЯНТАРНЫЙ 5"
"CUST_TATTOO_LHAND_7": "КИСТЬ_ТАТУ_Л7"
"CUST_COLOR_INDIGO_3": "ИНДИГО 3"
"CUST_COLOR_PURPLE_2": "ФИОЛЕТОВЫЙ 2"
"CUST_ITEM_TOILET": "ТУАЛЕТ"
"CUST_ITEM_LEATHER_LACE_FEMALE_S": "ТЕМНАЯ ДЕВА"
"CUST_ITEM_CM_PSF_LBDY_M_BSHORTS": "БАСКЕТБОЛЬНЫЕ ШОРТЫ"
"PLAYER_MORPH_SATURATION_TEXT": "НАСЫЩЕННОСТЬ"
"CUSTOMIZATION_TITLE": "ИЗМЕНЕНИЕ ИГРОКА"
"CUST_COLOR_CLOTHING_VIOLET-RED_9": "ПУРПУРНЫЙ 9"
"CUST_COLOR_CLOTHING_BROWNS_8": "КОРИЧНЕВЫЙ 8"
"VEHICLE_COLOR_BRETON_GREEN": "БРЕТОНСКИЙ ЗЕЛЕНЫЙ"
"LOGO_FUZZ": "Легавые"
"CUST_VARIANT_CAMOUFLAGE": "КАМУФЛЯЖ"
"CUST_ITEM_CF_HAIR_CORNROWS_1": "CORN ROWS_SKIN_FIT"
"CUST_ITEM_CM_NLMA_HAT_M_SPHAT": "ЦИЛИНДР ЧЕСТНОГО ЭЙБА"
"CUST_SKIN_GOLD": "ЗОЛОТО"
"CUST_COMP_MALE_EYEBROWS_5": "ЗЛОЙ ГЕНИЙ"
"COMPONENT_OPTION_8": "ВАРИАНТ 8"
"HAIR_COLOR_ORANGE_MATTE": "ОРАНЖЕВЫЙ МАТОВЫЙ"
"LOGO_RUSTY_S_NEEDLE_2": "ИГЛА РАСТИ 2"
"CUST_WEAR_UNBUTTONED_HOOD_UP": "РАССТЕГНУТЫЙ, С ОДЕТЫМ КАПЮШОНОМ"
"CUST_ITEM_CM_IMPE_HAT_M_PAN_FEDORA": "ЮЖНАЯ ПЛЯЖНАЯ ШЛЯПА"
"CUST_ITEM_CF_LLK_FOOT_F_LATEXBOOTS": "СЕКС-САПОГИ"
"CUST_ITEM_CM_LPG_MASK_M_MASKAPE": "ДАЛЬНИЙ ПРЕДОК"
"PLAYER_OLD_TEXT": "СТАРЫЙ"
"PLAYER_MORPH_CHIN_CREASE_TEXT": "СКЛАДКИ НА ПОДБОРОДКЕ"
"PLAYER_MORPH_BROW_HEIGHT_TEXT": "ВЫСОТА БРОВЕЙ"
"CUST_TATTOO_NECK_8": "ЧЕРНЫЙ ЛЕБЕДЬ"
"HAIR_COLOR_BLACK_MATTE": "МАТОВЫЙ ЧЕРНЫЙ"
"LOGO_NUMBER_13": "НОМЕР 13"
"CUST_ITEM_CF_SUIT_CYPHERSUIT": "УБИЙЦА УЛЬТОРА"
"CUST_ITEM_CF_NLMC_LBDY_M_SKIRTPANTS": "ГОТИЧНЫЕ ШТАНЫ"
"CUST_ITEM_CM_HAIR_CAESAR": "РИМЛЯНИН"
"CUST_FACIAL_EXP_BASHFUL": "РОБКИЙ"
"CUST_COLOR_CLOTHING_ORANGE_2": "ОРАНЖЕВЫЙ 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_UNZIPPED": "ОБА РАССТЕГНУТЫ, ВЫСОКО"
"CUST_ITEM_CF_DLC_WP_UBDY_F_UPPER": "НАГРУДНИК КОРОЛЕВЫ ВОИНОВ"
"CUST_ITEM_CF_NLMH_PACK_F_CATBACKPACK": "СКВЕРНАЯ КИСКА"
"PLAYER_MORPH_NOSTRIL_ELEVATION_TEXT": "ПОДЪЕМ НОЗДРЕЙ"
"PLAYER_MORPH_LOWER_LIP_SHAPE_TEXT": "ФОРМА НИЖНЕЙ ГУБЫ"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_2": "Увеличивается урон. Целеуказатель повышает точность прицельной стрельбы."
"VEHICLE_COLOR_RED_DARK_TINT": "ТЕМНО-КРАСНАЯ КРАСКА "
"RIM_180": "SD DCY15"
"LOGO_NUMBER9": "НОМЕР 9"
"LOGO_SAINTSBEER": "ПИВО ДЛЯ СВЯТЫХ"
"CUST_VARIANT_HEARTS": "СЕРДЦА"
"CUST_VOICE_ZOMBIE": "ЗОМБИ"
"CUST_SEX_APPEAL": "ПРИВЛЕКАТЕЛЬНОСТЬ"
"CUST_VARIANT_STRETCH_TOP": "СТИЛЬ 1"
"CUST_TATTOO_LEFT_LEG": "ЛЕВАЯ НОГА"
"CUST_MENU_COLOR": "ЦВЕТ "
"PLAYER_CREATION_FIGURE_SLENDER": "СТРОЙНЫЙ"
"PLAYER_MORPH_EAR_INSIDE_TEXT": "УХО ВНУТРИ"
"CUST_TATTOO_RFORARM_1": "НАЙТИ БАЛАНС"
"VEHICLE_COLOR_WILDLIFE_GREEN": "ПРИРОДНО-ЗЕЛЕНЫЙ"
"CUST_VARIANT_NAILS_B": "НОГТИ 2"
"CUST_ITEM_CM_SUIT_NORMALTESTSUIT": "ОБЫЧНЫЙ ИСПЫТАТЕЛЬНЫЙ КОСТЮМ"
"SLOT_SEATS": "СИДЕНЬЯ"
"CUST_VARIANT_PATTERN2": "СТИЛЬ 2"
"CUST_ITEM_BLOWUPDOLL": "НАДУВНАЯ КУКЛА"
"CUST_ITEM_MALE_NLM_OUTFIT_C": "ЛЕНТЯЙКА"
"PLAYER_MORPH_NOSTRILS_ELEVATION_TEXT": "ВЫСОТА НОЗДРЕЙ"
"PLAYER_MORPH_CHIN_BULGE_TEXT": "ПОЛНОТА ПОДБОРОДКА"
"CUST_VARIANT_PATTERN_1": "СТИЛЬ 1"
"CUST_INSULT_G": "МОРЯК"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_SIZE_TEXT": "РАЗМЕР СРЕДНЕЙ ЧАСТИ ВЕРХНЕЙ ГУБЫ"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_2": "Увеличивается урон."
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_3": "Емкость обойм увеличивается."
"CUST_TATTOO_RCALF_4": "ЗАПОМНИ МЕНЯ"
